variable,modulo,rol_provisional,n_unicos,pct_nan,uso_provisional,motivo_uso
AGADTRBRLX,ADULT MENTAL HEALTH,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AGADRSTLSS,ADULT MENTAL HEALTH,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AGADANNOY,ADULT MENTAL HEALTH,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AGADAWFUL,ADULT MENTAL HEALTH,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AGADSCED,ADULT MENTAL HEALTH,Predictor candidato,22,3.469,Predictor candidato,Pendiente de revisión conceptual y estadística
SUICTHNK,ADULT MENTAL HEALTH,Excluir por fuga de información,6,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
SUIPLANYR,ADULT MENTAL HEALTH,Excluir por fuga de información,6,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
KSSLR6MONED,ADULT MENTAL HEALTH,Predictor candidato,25,3.125,Predictor candidato,Pendiente de revisión conceptual y estadística
KSSLR6YRED,ADULT MENTAL HEALTH,Predictor candidato,25,67.636,Predictor candidato,Pendiente de revisión conceptual y estadística
WHODASSCED,ADULT MENTAL HEALTH,Predictor candidato,25,2.875,Predictor candidato,Pendiente de revisión conceptual y estadística
WHODASDAED,ADULT MENTAL HEALTH,Predictor candidato,9,2.875,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTNRV30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTNRV30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTHOP30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTHOP30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTRST30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTRST30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTCHR30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTCHR30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTEFF30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTEFF30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTNGD30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTNGD30,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTWORST,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTWORST,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTNRV12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTNRV12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTHOP12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTHOP12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTRST12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTRST12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTCHR12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTCHR12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTEFF12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTEFF12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDSTNGD12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDSTNGD12,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPREMEM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPREMEM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPCONCN,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPCONCN,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPGOUT,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPGOUT,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPGOUTM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPGOUTM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPPEOP,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPPEOP,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPPEOPM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPPEOPM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPSOC,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPSOC,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPSOCM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPSOCM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPHHLD,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPHHLD,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPHHLDM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPHHLDM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPRESP,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPRESP,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPRESPM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPRESPM,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRIMPWORK,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIIMPWORK,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRSUICTHNK,IMPUTED ADULT MENTAL HEALTH,Variable objetivo,2,0.0,Variable objetivo,Salida del sistema multisalida
IISUICTHNK,IMPUTED ADULT MENTAL HEALTH,Indicador de imputación de variable objetivo,2,0.0,Uso auxiliar,Indicador de imputación de una variable objetivo
IRSUIPLANYR,IMPUTED ADULT MENTAL HEALTH,Variable objetivo,2,0.0,Variable objetivo,Salida del sistema multisalida
IISUIPLANYR,IMPUTED ADULT MENTAL HEALTH,Indicador de imputación de variable objetivo,2,0.0,Uso auxiliar,Indicador de imputación de una variable objetivo
IRSUITRYYR,IMPUTED ADULT MENTAL HEALTH,Variable objetivo,2,0.0,Variable objetivo,Salida del sistema multisalida
IISUITRYYR,IMPUTED ADULT MENTAL HEALTH,Indicador de imputación de variable objetivo,2,0.0,Uso auxiliar,Indicador de imputación de una variable objetivo
IRAGADNRVANX,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIAGADNRVANX,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRAGADNTSTOP,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIAGADNTSTOP,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRAGADWRYMCH,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIAGADWRYMCH,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRAGADTRBRLX,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIAGADTRBRLX,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRAGADRSTLSS,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIAGADRSTLSS,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRAGADANNOY,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIAGADANNOY,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRAGADAWFUL,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIAGADAWFUL,IMPUTED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
KSSLR6MON,RECODED ADULT MENTAL HEALTH,Predictor candidato,25,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SPDPSTMON,RECODED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
KSSLR6YR,RECODED ADULT MENTAL HEALTH,Predictor candidato,25,66.568,Predictor candidato,Pendiente de revisión conceptual y estadística
KSSLR6MAX,RECODED ADULT MENTAL HEALTH,Predictor candidato,25,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SPDPSTYR,RECODED ADULT MENTAL HEALTH,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AKSSLR6WRST,RECODED ADULT MENTAL HEALTH,Predictor candidato,18,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WHODASTOTSC,RECODED ADULT MENTAL HEALTH,Predictor candidato,25,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WHODASDASC,RECODED ADULT MENTAL HEALTH,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SMIPPPY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,4185,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
SMIPY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
AMIPY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
SMMIPY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
MMIPY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
LMIPY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
LMMIPY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
MICATPY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,4,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
SMISUD5ANY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
AMISUD5ANY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
LMMISUD5ANY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
SMIRSUD5ANY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
SMISUD5ANYO,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,4,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
AMIRSUD5ANY,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
AMISUD5ANYO,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,4,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
AGADTOTSC,RECODED ADULT MENTAL HEALTH,Predictor candidato,22,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AGADSEVSYMP,RECODED ADULT MENTAL HEALTH,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AGADMODOSEV,RECODED ADULT MENTAL HEALTH,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADSUITPAYR,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,2,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADSUITPACOM,RECODED ADULT MENTAL HEALTH,Excluir por fuga de información,8,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADDPREV,ADULT DEPRESSION,Excluir por fuga de información,6,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADDSCEV,ADULT DEPRESSION,Excluir por fuga de información,6,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADLOSEV,ADULT DEPRESSION,Excluir por fuga de información,6,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADDPDISC,ADULT DEPRESSION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADDPLSIN,ADULT DEPRESSION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADDSLSIN,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADLSI2WK,ADULT DEPRESSION,Excluir por fuga de información,6,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADDPR2WK,ADULT DEPRESSION,Excluir por fuga de información,7,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADWRHRS,ADULT DEPRESSION,Excluir por fuga de información,9,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADWRDST,ADULT DEPRESSION,Excluir por fuga de información,8,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADWRCHR,ADULT DEPRESSION,Excluir por fuga de información,8,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADWRIMP,ADULT DEPRESSION,Excluir por fuga de información,8,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADDPPROB,ADULT DEPRESSION,Excluir por fuga de información,6,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADWRPROB,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRAGE,ADULT DEPRESSION,Predictor candidato,93,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRDEPR,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRDISC,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRLSIN,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRPLSR,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRELES,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWREMOR,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRGAIN,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRGROW,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRPREG,ADULT DEPRESSION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRGNL2,ADULT DEPRESSION,Predictor candidato,31,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRLOSE,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRDIET,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRLSL2,ADULT DEPRESSION,Predictor candidato,32,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRSLEP,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRSMOR,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRENRG,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRSLOW,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRSLNO,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRJITT,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRJINO,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRTHOT,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRCONC,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRDCSN,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRNOGD,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADWRWRTH,ADULT DEPRESSION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AD_MDEA1,ADULT DEPRESSION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AD_MDEA2,ADULT DEPRESSION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AD_MDEA3,ADULT DEPRESSION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AD_MDEA4,ADULT DEPRESSION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AD_MDEA5,ADULT DEPRESSION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AD_MDEA6,ADULT DEPRESSION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AD_MDEA7,ADULT DEPRESSION,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AD_MDEA8,ADULT DEPRESSION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADSMMDEA,ADULT DEPRESSION,Excluir por fuga de información,5,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADPBINTF,ADULT DEPRESSION,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPBDLYA,ADULT DEPRESSION,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPBRMBR,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPBAGE,ADULT DEPRESSION,Predictor candidato,90,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPBNUM,ADULT DEPRESSION,Predictor candidato,146,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPB2WK,ADULT DEPRESSION,Excluir por fuga de información,6,0.0,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ADPSHMGT,ADULT DEPRESSION,Predictor candidato,15,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPSWORK,ADULT DEPRESSION,Predictor candidato,15,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPSRELS,ADULT DEPRESSION,Predictor candidato,15,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPSSOC,ADULT DEPRESSION,Predictor candidato,15,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPSDAYS,ADULT DEPRESSION,Predictor candidato,174,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADSEEDOC,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADFAMDOC,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADOTHDOC,ADULT DEPRESSION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPSYCH,ADULT DEPRESSION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADPSYMD,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADSOCWRK,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADCOUNS,ADULT DEPRESSION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADOTHMHP,ADULT DEPRESSION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADNURSE,ADULT DEPRESSION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADRELIG,ADULT DEPRESSION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADHERBAL,ADULT DEPRESSION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADOTHHLP,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADTMTNOW,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADRX12MO,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADRXNOW,ADULT DEPRESSION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADRXHLP,ADULT DEPRESSION,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ADTMTHLP,ADULT DEPRESSION,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
AMDELT,ADULT DEPRESSION,Excluir por fuga de información,2,3.281,Excluir de variables de entrada,Fuga de información confirmada documentalmente
AMDEYR,ADULT DEPRESSION,Excluir por fuga de información,2,3.467,Excluir de variables de entrada,Fuga de información confirmada documentalmente
ASDSHOM2,ADULT DEPRESSION,Predictor candidato,5,89.395,Predictor candidato,Pendiente de revisión conceptual y estadística
ASDSWRK2,ADULT DEPRESSION,Predictor candidato,5,89.408,Predictor candidato,Pendiente de revisión conceptual y estadística
ASDSREL2,ADULT DEPRESSION,Predictor candidato,5,89.378,Predictor candidato,Pendiente de revisión conceptual y estadística
ASDSSOC2,ADULT DEPRESSION,Predictor candidato,5,89.374,Predictor candidato,Pendiente de revisión conceptual y estadística
AMDEIMP,ADULT DEPRESSION,Predictor candidato,2,3.556,Predictor candidato,Pendiente de revisión conceptual y estadística
IRAMDELT,IMPUTED ADULT DEPRESSION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIAMDELT,IMPUTED ADULT DEPRESSION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRAMDEYR,IMPUTED ADULT DEPRESSION,Variable objetivo,2,0.0,Variable objetivo,Salida del sistema multisalida
IIAMDEYR,IMPUTED ADULT DEPRESSION,Indicador de imputación de variable objetivo,2,0.0,Uso auxiliar,Indicador de imputación de una variable objetivo
IRAMDEIMP,IMPUTED ADULT DEPRESSION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIAMDEIMP,IMPUTED ADULT DEPRESSION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ATXMDEYR,RECODED ADULT DEPRESSION,Predictor candidato,2,80.355,Predictor candidato,Pendiente de revisión conceptual y estadística
ARXMDEYR,RECODED ADULT DEPRESSION,Predictor candidato,2,80.355,Predictor candidato,Pendiente de revisión conceptual y estadística
AMDETXRX,RECODED ADULT DEPRESSION,Predictor candidato,2,80.353,Predictor candidato,Pendiente de revisión conceptual y estadística
ADOCMDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
AOMDMDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
APSY1MDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
APSY2MDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
ASOCMDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
