variable,modulo,rol_provisional,n_unicos,pct_nan,uso_provisional,motivo_uso
ACOUNMDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
AOMHMDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
ANURSMDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
ARELMDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
AHBCHMDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
AHLTMDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
AALTMDE,RECODED ADULT DEPRESSION,Predictor candidato,2,80.376,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTSEEKTX2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTSHLDTX2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNCOST2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNINSCV2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNENFCV2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNWHER2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNNOFND2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNNOOPN2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNPROBS2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNTIME2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNPRIV2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNPTHNK2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNCONSQ2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNSTART2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNHNDL2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNFFLKE2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNFORCE2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNMED2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNNOHLP2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTUNCARE2,MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTSUPPGRP,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTSUPPGRP,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTERED,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTERED,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTINHOSP2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTINHOSP2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTINRSMH2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTINRSMH2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTINRHAB2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTINRHAB2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTINOPL2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTINOPL2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTOPMHCR2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTOPMHCR2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTOPRHAB2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTOPRHAB2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTOPTHRP2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTOPTHRP2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTOPDOC2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTOPDOC2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTOPHOSP2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTOPHOSP2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTOPSCHL2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTOPSCHL2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTOPOPL2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTOPOPL2,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTRXMED,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTRXMED,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTPHVID,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTPHVID,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMHTPEERSPC,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMHTPEERSPC,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTINOTHPY2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTINPPY2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTOPOTPY2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTOPPY2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTOPNDOC2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTRTPY2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTRTOSVPY2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTNSEEKPY2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,27.944,Predictor candidato,Pendiente de revisión conceptual y estadística
MHTSKTHPY2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,27.965,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTCOST2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.782,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTINSCV2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,95.12,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTENFCV2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,95.336,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTWHER2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.772,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTNOFND2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.958,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTNOOPN2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,95.061,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTPROBS2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.833,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTTIME2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.822,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTPRIV2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.814,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTPTHNK2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.776,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTCONSQ2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.812,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTSTART2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.873,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTHNDL2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.795,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTFFLKE2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.831,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTFORCE2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.81,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTMEDS2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.831,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTNOHLP2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.89,Predictor candidato,Pendiente de revisión conceptual y estadística
MHNTCARE2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,94.833,Predictor candidato,Pendiente de revisión conceptual y estadística
RCVSUTOMHT2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
RCVMHTNSUT2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
RCVSUTNMHT2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
RCVSUTAMHT2,RECODED MENTAL HEALTH SERVICES UTILIZATION,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PREGSTAT,HEALTH,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HTANSWER,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HTINCHE2,HEALTH,Predictor candidato,25,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WTANSWER,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WTPOUND2,HEALTH,Predictor candidato,225,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NMERTMT2,HEALTH,Predictor candidato,31,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
INHOSPYR,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NMNGTHS2,HEALTH,Predictor candidato,36,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NMVSOPT2,HEALTH,Predictor candidato,24,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NMVSOEST,HEALTH,Predictor candidato,13,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
TELEAPTYR,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPUSETOB,HEALTH,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPUSEALC,HEALTH,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPUSEDRG,HEALTH,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPQTTOB,HEALTH,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPALCAMT2,HEALTH,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPALCFRQ2,HEALTH,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPALCPRB2,HEALTH,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPALCCUT2,HEALTH,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPALCTX2,HEALTH,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPALCNOT2,HEALTH,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HPDRGTALK,HEALTH,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HRTCONDEV2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DIABETEVR2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COPDEVER2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIRROSEVR2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HEPBCEVER2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
KIDNYDSEV2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ASTHMAEVR2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HIVAIDSEV2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CANCEREVR2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HIGHBPEVR2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NONABOVEV2,HEALTH,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CABLADDER,HEALTH,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CABLOLEULYM,HEALTH,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CAOTHER2,HEALTH,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CABREAST,HEALTH,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CACERVIX,HEALTH,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
