variable,etiqueta_codebook,modulo,tipo_version,codigo_doc,etiqueta_codigo,tipo_codigo_doc,codigo_especial,frecuencia_codebook,pct_codebook,frecuencia_adultos,pct_adultos,presente_adultos
UDMESTRURGE,STRONG URGE TO USE METH IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,108,0.18,108,0.228,True
UDMESTRURGE,STRONG URGE TO USE METH IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,227,0.39,208,0.44,True
UDMESTRURGE,STRONG URGE TO USE METH IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,85,BAD DATA LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00,0,0.0,False
UDMESTRURGE,STRONG URGE TO USE METH IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMESTRURGE,STRONG URGE TO USE METH IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMESTRURGE,STRONG URGE TO USE METH IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,9,0.02,8,0.017,True
UDMESTRURGE,STRONG URGE TO USE METH IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,89,0.15,46,0.097,True
UDMESTRURGE,STRONG URGE TO USE METH IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,213,0.36,212,0.448,True
UDMETIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING METH IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,14,0.02,14,0.03,True
UDMETIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING METH IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,252,0.43,233,0.493,True
UDMETIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING METH IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,85,BAD DATA LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00,0,0.0,False
UDMETIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING METH IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMETIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING METH IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMETIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING METH IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,1,0.00,1,0.002,True
UDMETIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING METH IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,10,0.021,True
UDMETIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING METH IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,89,0.15,46,0.097,True
UDMETIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING METH IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,279,0.48,278,0.588,True
UDMETIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF METH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,279,0.48,278,0.588,True
UDMETIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF METH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,267,0.46,248,0.524,True
UDMETIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF METH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,85,BAD DATA LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00,0,0.0,False
UDMETIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF METH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMETIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF METH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMETIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF METH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,10,0.021,True
UDMETIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF METH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,89,0.15,46,0.097,True
UDMETRYSTOP,TRY TO CUT DOWN/STOP METH USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,303,0.52,297,0.628,True
UDMETRYSTOP,TRY TO CUT DOWN/STOP METH USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,244,0.42,230,0.486,True
UDMETRYSTOP,TRY TO CUT DOWN/STOP METH USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,85,BAD DATA LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00,0,0.0,False
UDMETRYSTOP,TRY TO CUT DOWN/STOP METH USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMETRYSTOP,TRY TO CUT DOWN/STOP METH USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMETRYSTOP,TRY TO CUT DOWN/STOP METH USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,10,0.02,9,0.019,True
UDMETRYSTOP,TRY TO CUT DOWN/STOP METH USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,89,0.15,46,0.097,True
UDMEWANTBAD,WANTED TO USE METH SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,213,0.36,212,0.448,True
UDMEWANTBAD,WANTED TO USE METH SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,334,0.57,315,0.666,True
UDMEWANTBAD,WANTED TO USE METH SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,85,BAD DATA LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00,0,0.0,False
UDMEWANTBAD,WANTED TO USE METH SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMEWANTBAD,WANTED TO USE METH SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMEWANTBAD,WANTED TO USE METH SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,1,0.00,1,0.002,True
UDMEWANTBAD,WANTED TO USE METH SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,9,0.02,8,0.017,True
UDMEWANTBAD,WANTED TO USE METH SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,89,0.15,46,0.097,True
UDMEWDDREAM,HAVING BAD DREAMS - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,155,0.26,153,0.323,True
UDMEWDDREAM,HAVING BAD DREAMS - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,98,0.17,98,0.207,True
UDMEWDDREAM,HAVING BAD DREAMS - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMEWDDREAM,HAVING BAD DREAMS - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMEWDDREAM,HAVING BAD DREAMS - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,10,0.021,True
UDMEWDDREAM,HAVING BAD DREAMS - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,92,0.16,48,0.101,True
UDMEWDDREAM,HAVING BAD DREAMS - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,291,0.50,273,0.577,True
UDMEWDFLBLU,FELT BLUE OR DOWN AFTER USING LESS OR STOPPING METH,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,254,0.43,252,0.533,True
UDMEWDFLBLU,FELT BLUE OR DOWN AFTER USING LESS OR STOPPING METH,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,291,0.50,273,0.577,True
UDMEWDFLBLU,FELT BLUE OR DOWN AFTER USING LESS OR STOPPING METH,SUBSTANCE USE DISORDER,Original u otra,85,BAD DATA LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00,0,0.0,False
UDMEWDFLBLU,FELT BLUE OR DOWN AFTER USING LESS OR STOPPING METH,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMEWDFLBLU,FELT BLUE OR DOWN AFTER USING LESS OR STOPPING METH,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMEWDFLBLU,FELT BLUE OR DOWN AFTER USING LESS OR STOPPING METH,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,10,0.021,True
UDMEWDFLBLU,FELT BLUE OR DOWN AFTER USING LESS OR STOPPING METH,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,90,0.15,47,0.099,True
UDMEWDHNGRY,FEELING HUNGRY -  METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,192,0.33,190,0.402,True
UDMEWDHNGRY,FEELING HUNGRY -  METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,61,0.10,61,0.129,True
UDMEWDHNGRY,FEELING HUNGRY -  METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMEWDHNGRY,FEELING HUNGRY -  METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMEWDHNGRY,FEELING HUNGRY -  METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,10,0.021,True
UDMEWDHNGRY,FEELING HUNGRY -  METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,92,0.16,48,0.101,True
UDMEWDHNGRY,FEELING HUNGRY -  METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,291,0.50,273,0.577,True
UDMEWDSITST,FEELING SLOWED DOWN/RESTLESS -MTH W/DRAWL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,207,0.35,205,0.433,True
UDMEWDSITST,FEELING SLOWED DOWN/RESTLESS -MTH W/DRAWL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,46,0.08,46,0.097,True
UDMEWDSITST,FEELING SLOWED DOWN/RESTLESS -MTH W/DRAWL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMEWDSITST,FEELING SLOWED DOWN/RESTLESS -MTH W/DRAWL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMEWDSITST,FEELING SLOWED DOWN/RESTLESS -MTH W/DRAWL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,10,0.021,True
UDMEWDSITST,FEELING SLOWED DOWN/RESTLESS -MTH W/DRAWL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,92,0.16,48,0.101,True
UDMEWDSITST,FEELING SLOWED DOWN/RESTLESS -MTH W/DRAWL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,291,0.50,273,0.577,True
UDMEWDSLEEP,TROUBLE/MORE SLEEP - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,230,0.39,228,0.482,True
UDMEWDSLEEP,TROUBLE/MORE SLEEP - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,23,0.04,23,0.049,True
UDMEWDSLEEP,TROUBLE/MORE SLEEP - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMEWDSLEEP,TROUBLE/MORE SLEEP - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMEWDSLEEP,TROUBLE/MORE SLEEP - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,10,0.021,True
UDMEWDSLEEP,TROUBLE/MORE SLEEP - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,92,0.16,48,0.101,True
UDMEWDSLEEP,TROUBLE/MORE SLEEP - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,291,0.50,273,0.577,True
UDMEWDTIRED,FEELING TIRED/EXHAUSTED - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,246,0.42,244,0.516,True
UDMEWDTIRED,FEELING TIRED/EXHAUSTED - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,7,0.01,7,0.015,True
UDMEWDTIRED,FEELING TIRED/EXHAUSTED - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMEWDTIRED,FEELING TIRED/EXHAUSTED - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMEWDTIRED,FEELING TIRED/EXHAUSTED - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,10,0.021,True
UDMEWDTIRED,FEELING TIRED/EXHAUSTED - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,92,0.16,48,0.101,True
UDMEWDTIRED,FEELING TIRED/EXHAUSTED - METH WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,291,0.50,273,0.577,True
UDMEWORKPRB,METH CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,190,0.32,189,0.4,True
UDMEWORKPRB,METH CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,355,0.61,336,0.71,True
UDMEWORKPRB,METH CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,85,BAD DATA LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00,0,0.0,False
UDMEWORKPRB,METH CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMEWORKPRB,METH CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMEWORKPRB,METH CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,10,0.021,True
UDMEWORKPRB,METH CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,90,0.15,47,0.099,True
UDMEWSHSTOP,OFTEN WISH CUT DOWN OR STOP METH USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,57,0.10,56,0.118,True
UDMEWSHSTOP,OFTEN WISH CUT DOWN OR STOP METH USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,185,0.32,172,0.364,True
UDMEWSHSTOP,OFTEN WISH CUT DOWN OR STOP METH USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,85,BAD DATA LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00,0,0.0,False
UDMEWSHSTOP,OFTEN WISH CUT DOWN OR STOP METH USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED METHAMPHETAMINE,Ausencia de exposición,True,55922,95.38,44666,94.433,True
UDMEWSHSTOP,OFTEN WISH CUT DOWN OR STOP METH USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE METHAMPHETAMINE IN THE PAST 12 MOS,Ausencia de exposición,True,2064,3.52,2051,4.336,True
UDMEWSHSTOP,OFTEN WISH CUT DOWN OR STOP METH USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,1,0.00,1,0.002,True
UDMEWSHSTOP,OFTEN WISH CUT DOWN OR STOP METH USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,10,0.02,9,0.019,True
UDMEWSHSTOP,OFTEN WISH CUT DOWN OR STOP METH USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,90,0.15,47,0.099,True
UDMEWSHSTOP,OFTEN WISH CUT DOWN OR STOP METH USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,303,0.52,297,0.628,True
UDMJAVOIDWD,USE MJ/DRG TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,772,1.32,662,1.4,True
UDMJAVOIDWD,USE MJ/DRG TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,10815,18.45,9975,21.089,True
UDMJAVOIDWD,USE MJ/DRG TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,83,DID NOT USE MARIJUANA PAST 12 MOS OR USED <6 DAYS Log assn,Ausencia de exposición,True,46,0.08,22,0.047,True
UDMJAVOIDWD,USE MJ/DRG TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
UDMJAVOIDWD,USE MJ/DRG TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE MARIJUANA PAST 12 MOS OR USED <6 DAYS,Ausencia de exposición,True,14607,24.91,14026,29.654,True
UDMJAVOIDWD,USE MJ/DRG TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,10,0.02,9,0.019,True
UDMJAVOIDWD,USE MJ/DRG TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,26,0.04,20,0.042,True
UDMJAVOIDWD,USE MJ/DRG TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,293,0.50,218,0.461,True
UDMJAVWMARJ,USED MARIJUANA TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,649,1.11,562,1.188,True
UDMJAVWMARJ,USED MARIJUANA TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,123,0.21,100,0.211,True
UDMJAVWMARJ,USED MARIJUANA TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,83,DID NOT USE MARIJUANA PAST 12 MOS OR USED <6 DAYS Log assn,Ausencia de exposición,True,46,0.08,22,0.047,True
UDMJAVWMARJ,USED MARIJUANA TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
UDMJAVWMARJ,USED MARIJUANA TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE MARIJUANA PAST 12 MOS OR USED <6 DAYS,Ausencia de exposición,True,14607,24.91,14026,29.654,True
UDMJAVWMARJ,USED MARIJUANA TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,26,0.04,20,0.042,True
UDMJAVWMARJ,USED MARIJUANA TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,303,0.52,227,0.48,True
UDMJAVWMARJ,USED MARIJUANA TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,10815,18.45,9975,21.089,True
UDMJAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,1,Yes,Categoría analítica,False,189,0.32,157,0.332,True
UDMJAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,2,No,Categoría analítica,False,577,0.98,501,1.059,True
UDMJAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,83,DID NOT USE MARIJUANA PAST 12 MOS OR USED <6 DAYS Log assn,Ausencia de exposición,True,46,0.08,22,0.047,True
UDMJAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
UDMJAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,93,DID NOT USE MARIJUANA PAST 12 MOS OR USED <6 DAYS,Ausencia de exposición,True,14607,24.91,14026,29.654,True
UDMJAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,1,0.00,0,0.0,False
UDMJAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97,REFUSED,No respuesta o ausencia,True,31,0.05,24,0.051,True
UDMJAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,303,0.52,227,0.48,True
UDMJAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,10815,18.45,9975,21.089,True
