variable,etiqueta_codebook,modulo,tipo_version,codigo_doc,etiqueta_codigo,tipo_codigo_doc,codigo_especial,frecuencia_codebook,pct_codebook,frecuencia_adultos,pct_adultos,presente_adultos
ADPBINTF,WHEN PRBLMS WORST INTERFERE WITH WORK/ PRSNL LIFE,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,16,0.03,16,0.034,True
ADPBINTF,WHEN PRBLMS WORST INTERFERE WITH WORK/ PRSNL LIFE,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,10,0.02,10,0.021,True
ADPBINTF,WHEN PRBLMS WORST INTERFERE WITH WORK/ PRSNL LIFE,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1553,2.65,1553,3.283,True
ADPBINTF,WHEN PRBLMS WORST INTERFERE WITH WORK/ PRSNL LIFE,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,47746,81.43,36412,76.983,True
ADPBNUM,# TIMES FELT THIS WAY FOR 2 WKS/LNGR DURING LIFE,ADULT DEPRESSION,Original u otra,9994,DON'T KNOW,No respuesta o ausencia,True,496,0.85,496,1.049,True
ADPBNUM,# TIMES FELT THIS WAY FOR 2 WKS/LNGR DURING LIFE,ADULT DEPRESSION,Original u otra,9997,REFUSED,No respuesta o ausencia,True,55,0.09,55,0.116,True
ADPBNUM,# TIMES FELT THIS WAY FOR 2 WKS/LNGR DURING LIFE,ADULT DEPRESSION,Original u otra,9998,BLANK (NO ANSWER),No respuesta o ausencia,True,1560,2.66,1560,3.298,True
ADPBNUM,# TIMES FELT THIS WAY FOR 2 WKS/LNGR DURING LIFE,ADULT DEPRESSION,Original u otra,9999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,47746,81.43,36412,76.983,True
ADPBNUM,# TIMES FELT THIS WAY FOR 2 WKS/LNGR DURING LIFE,ADULT DEPRESSION,Original u otra,RANGE,1 - 1000,Rango válido,False,8776,14.97,8776,18.554,True
ADPBRMBR,RMBR AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,5706,9.73,5706,12.064,True
ADPBRMBR,RMBR AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,3554,6.06,3554,7.514,True
ADPBRMBR,RMBR AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,57,0.10,57,0.121,True
ADPBRMBR,RMBR AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,13,0.02,13,0.027,True
ADPBRMBR,RMBR AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1557,2.66,1557,3.292,True
ADPBRMBR,RMBR AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,47746,81.43,36412,76.983,True
ADPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS,ADULT DEPRESSION,Original u otra,994,DON'T KNOW,No respuesta o ausencia,True,123,0.21,123,0.26,True
ADPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS,ADULT DEPRESSION,Original u otra,997,REFUSED,No respuesta o ausencia,True,14,0.02,14,0.03,True
ADPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS,ADULT DEPRESSION,Original u otra,998,BLANK (NO ANSWER),No respuesta o ausencia,True,1650,2.81,1650,3.488,True
ADPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS,ADULT DEPRESSION,Original u otra,999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51970,88.64,40636,85.913,True
ADPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS,ADULT DEPRESSION,Original u otra,RANGE,0 - 365,Rango válido,False,4876,8.32,4876,10.309,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,0,No Interference,Categoría analítica,False,102,0.17,102,0.216,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,1,Mild - 1,Categoría analítica,False,82,0.14,82,0.173,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,10,Very Severe Interference,Categoría analítica,False,496,0.85,496,1.049,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,2,Mild - 2,Categoría analítica,False,242,0.41,242,0.512,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,3,Mild - 3,Categoría analítica,False,324,0.55,324,0.685,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,4,Moderate - 4,Categoría analítica,False,399,0.68,399,0.844,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,5,Moderate - 5,Categoría analítica,False,690,1.18,690,1.459,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,6,Moderate - 6,Categoría analítica,False,748,1.28,748,1.581,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,7,Severe - 7,Categoría analítica,False,844,1.44,844,1.784,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,8,Severe - 8,Categoría analítica,False,775,1.32,775,1.639,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,9,Severe - 9,Categoría analítica,False,314,0.54,314,0.664,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,22,0.04,22,0.047,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,11,0.023,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1639,2.80,1639,3.465,True
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51945,88.59,40611,85.86,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,0,No Interference,Categoría analítica,False,182,0.31,182,0.385,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,1,Mild - 1,Categoría analítica,False,143,0.24,143,0.302,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,10,Very Severe Interference,Categoría analítica,False,475,0.81,475,1.004,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,2,Mild - 2,Categoría analítica,False,291,0.50,291,0.615,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,3,Mild - 3,Categoría analítica,False,417,0.71,417,0.882,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,4,Moderate - 4,Categoría analítica,False,412,0.70,412,0.871,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,5,Moderate - 5,Categoría analítica,False,687,1.17,687,1.452,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,6,Moderate - 6,Categoría analítica,False,629,1.07,629,1.33,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,7,Severe - 7,Categoría analítica,False,713,1.22,713,1.507,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,8,Severe - 8,Categoría analítica,False,670,1.14,670,1.417,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,9,Severe - 9,Categoría analítica,False,405,0.69,405,0.856,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,16,0.03,16,0.034,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,9,0.02,9,0.019,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1639,2.80,1639,3.465,True
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51945,88.59,40611,85.86,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,0,No Interference,Categoría analítica,False,122,0.21,122,0.258,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,1,Mild - 1,Categoría analítica,False,96,0.16,96,0.203,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,10,Very Severe Interference,Categoría analítica,False,687,1.17,687,1.452,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,2,Mild - 2,Categoría analítica,False,206,0.35,206,0.436,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,3,Mild - 3,Categoría analítica,False,334,0.57,334,0.706,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,4,Moderate - 4,Categoría analítica,False,376,0.64,376,0.795,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,5,Moderate - 5,Categoría analítica,False,585,1.00,585,1.237,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,6,Moderate - 6,Categoría analítica,False,564,0.96,564,1.192,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,7,Severe - 7,Categoría analítica,False,735,1.25,735,1.554,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,8,Severe - 8,Categoría analítica,False,747,1.27,747,1.579,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,9,Severe - 9,Categoría analítica,False,574,0.98,574,1.214,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,14,0.02,14,0.03,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,7,0.01,7,0.015,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1641,2.80,1641,3.469,True
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51945,88.59,40611,85.86,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,0,No Interference,Categoría analítica,False,327,0.56,327,0.691,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,1,Mild - 1,Categoría analítica,False,196,0.33,196,0.414,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,10,Very Severe Interference,Categoría analítica,False,488,0.83,488,1.032,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,2,Mild - 2,Categoría analítica,False,369,0.63,369,0.78,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,3,Mild - 3,Categoría analítica,False,531,0.91,531,1.123,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,4,Moderate - 4,Categoría analítica,False,491,0.84,491,1.038,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,5,Moderate - 5,Categoría analítica,False,693,1.18,693,1.465,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,6,Moderate - 6,Categoría analítica,False,589,1.00,589,1.245,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,7,Severe - 7,Categoría analítica,False,576,0.98,576,1.218,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,8,Severe - 8,Categoría analítica,False,443,0.76,443,0.937,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,9,Severe - 9,Categoría analítica,False,307,0.52,307,0.649,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,25,0.04,25,0.053,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,14,0.02,14,0.03,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1639,2.80,1639,3.465,True
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51945,88.59,40611,85.86,True
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,1,Response entered,Categoría analítica,False,1474,2.51,1474,3.116,True
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,3,Response entered LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00,1,0.002,True
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,6,Response not entered,Categoría analítica,False,3012,5.14,3012,6.368,True
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,6,0.01,6,0.013,True
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,17,0.03,17,0.036,True
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1582,2.70,1582,3.345,True
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,52541,89.61,41207,87.12,True
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,1,Response entered,Categoría analítica,False,1823,3.11,1823,3.854,True
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,6,Response not entered,Categoría analítica,False,2664,4.54,2664,5.632,True
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,6,0.01,6,0.013,True
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,17,0.03,17,0.036,True
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1582,2.70,1582,3.345,True
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,52541,89.61,41207,87.12,True
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,1,Response entered,Categoría analítica,False,390,0.67,390,0.825,True
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,3,Response entered LOGICALLY ASSIGNED,Asignación lógica,True,6,0.01,6,0.013,True
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,6,Response not entered,Categoría analítica,False,4091,6.98,4091,8.649,True
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,6,0.01,6,0.013,True
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,17,0.03,17,0.036,True
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1582,2.70,1582,3.345,True
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,52541,89.61,41207,87.12,True
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,3849,6.56,3849,8.138,True
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,5443,9.28,5443,11.508,True
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,8,0.01,8,0.017,True
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,12,0.02,12,0.025,True
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1575,2.69,1575,3.33,True
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,47746,81.43,36412,76.983,True
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,1,Not at all,Categoría analítica,False,184,0.31,184,0.389,True
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,2,A little,Categoría analítica,False,407,0.69,407,0.86,True
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,3,Some,Categoría analítica,False,976,1.66,976,2.063,True
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,4,A lot,Categoría analítica,False,1346,2.30,1346,2.846,True
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,5,Extremely,Categoría analítica,False,920,1.57,920,1.945,True
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,14,0.02,14,0.03,True
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,12,0.02,12,0.025,True
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1585,2.70,1585,3.351,True
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,53189,90.72,41855,88.49,True
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,3308,5.64,3308,6.994,True
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,538,0.92,538,1.137,True
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,2,0.00,2,0.004,True
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,13,0.02,13,0.027,True
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1583,2.70,1583,3.347,True
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,53189,90.72,41855,88.49,True
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,4497,7.67,4497,9.508,True
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,4795,8.18,4795,10.138,True
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,7,0.01,7,0.015,True
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,14,0.02,14,0.03,True
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1574,2.68,1574,3.328,True
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,47746,81.43,36412,76.983,True
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,1,Response entered,Categoría analítica,False,537,0.92,537,1.135,True
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,6,Response not entered,Categoría analítica,False,3950,6.74,3950,8.351,True
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,6,0.01,6,0.013,True
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,17,0.03,17,0.036,True
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1582,2.70,1582,3.345,True
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,52541,89.61,41207,87.12,True
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,1,Not at all,Categoría analítica,False,470,0.80,470,0.994,True
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,2,A little,Categoría analítica,False,653,1.11,653,1.381,True
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,3,Some,Categoría analítica,False,1147,1.96,1147,2.425,True
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,4,A lot,Categoría analítica,False,1325,2.26,1325,2.801,True
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,5,Extremely,Categoría analítica,False,856,1.46,856,1.81,True
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,31,0.05,31,0.066,True
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,27,0.05,27,0.057,True
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1583,2.70,1583,3.347,True
