variable,tipo,n_presentes,n_unicos,n_nan,pct_nan
FUTRQNM21,int64,47299,2,0,0.0
FUSTMNM18,int64,47299,2,0,0.0
FUSTMNM21,int64,47299,2,0,0.0
FUSEDNM18,int64,47299,1,0,0.0
FUSEDNM21,int64,47299,2,0,0.0
PNRMAINRSN,float64,47068,10,231,0.488
TRQMAINRSN,float64,47118,9,181,0.383
STMMAINRSN,float64,47083,10,216,0.457
SEDMAINRSN,float64,47045,7,254,0.537
SRCPNRNM2,float64,1353,8,45946,97.139
SRCTRQNM2,float64,734,8,46565,98.448
SRCSTMNM2,float64,831,8,46468,98.243
SRCSEDNM2,float64,143,8,47156,99.698
SRCFRPNRNM,float64,401,8,46898,99.152
SRCFRTRQNM,float64,297,8,47002,99.372
SRCFRSTMNM,float64,437,6,46862,99.076
SRCFRSEDNM,float64,55,3,47244,99.884
SRCCLFRPNR,float64,401,3,46898,99.152
SRCCLFRTRQ,float64,297,3,47002,99.372
SRCCLFRSTM,float64,437,3,46862,99.076
SRCCLFRSED,float64,55,2,47244,99.884
RXOPPRNMMON,int64,47299,2,0,0.0
NOOPPRANYYR,int64,47299,2,0,0.0
NOOPPRNMYR,int64,47299,2,0,0.0
COLDMEDS,int64,47299,5,0,0.0
COLDREC,int64,47299,7,0,0.0
COLDYR1,float64,47299,78,0,0.0
COLDYR2,float64,47299,50,0,0.0
COLDYR3,float64,47299,26,0,0.0
COLDYR4,int64,47299,14,0,0.0
COLDYR5,float64,47299,13,0,0.0
OTCFLAG,int64,47299,3,0,0.0
GHB,int64,47299,5,0,0.0
GHBREC,int64,47299,7,0,0.0
COCNEEDL,int64,47299,8,0,0.0
CONDLREC,int64,47299,8,0,0.0
HERSMOKE,int64,47299,8,0,0.0
HRSMKREC,int64,47299,7,0,0.0
HERSNIFF,int64,47299,8,0,0.0
HRSNFREC,int64,47299,10,0,0.0
HERNEEDL,int64,47299,7,0,0.0
HEOTSMK,int64,47299,8,0,0.0
HEOTSNF,int64,47299,8,0,0.0
HEOTNDL,int64,47299,8,0,0.0
HEOTOTH,int64,47299,8,0,0.0
HEOTSP,int64,47299,9,0,0.0
HRNDLREC,int64,47299,9,0,0.0
METHNEEDL,int64,47299,7,0,0.0
METHNDLRC,int64,47299,9,0,0.0
OTDGNEDL,int64,47299,5,0,0.0
OTDGNDLA,int64,47299,78,0,0.0
OTDGNDLB,int64,47299,52,0,0.0
OTDGNDLC,int64,47299,37,0,0.0
OTDGNDLD,int64,47299,18,0,0.0
OTDGNDLE,int64,47299,11,0,0.0
OTDGNDLRC,int64,47299,9,0,0.0
GNNDREUS,int64,47299,7,0,0.0
GNNDLSH1,int64,47299,7,0,0.0
GNNDCLEN,int64,47299,7,0,0.0
GNNDLSH2,int64,47299,7,0,0.0
GNNDGET2,int64,47299,21,0,0.0
IRNPCOLDREC,int64,47299,4,0,0.0
IINPCOLDREC,int64,47299,3,0,0.0
IRGHBREC,int64,47299,4,0,0.0
IIGHBREC,int64,47299,3,0,0.0
ANYNDLREC,int64,47299,7,0,0.0
CHMNDLREC,int64,47299,8,0,0.0
HERNEDEVER,float64,47289,2,10,0.021
COCNEDEVER,float64,47255,2,44,0.093
MTHNEDEVER,float64,47279,2,20,0.042
HERSMOEVER,float64,47288,2,11,0.023
HERSNIEVER,float64,47288,2,11,0.023
NPCOLDFLAG,int64,47299,2,0,0.0
NPCOLDYR,int64,47299,2,0,0.0
NPCOLDMON,int64,47299,2,0,0.0
GHBFLAG,int64,47299,2,0,0.0
GHBYR,int64,47299,2,0,0.0
GHBMON,int64,47299,2,0,0.0
UDALTIMEUSE,int64,47299,8,0,0.0
UDALTIMEGET,int64,47299,9,0,0.0
UDALLRGAMTS,int64,47299,8,0,0.0
UDALWANTBAD,int64,47299,8,0,0.0
UDALSTRURGE,int64,47299,9,0,0.0
UDALNEEDMOR,int64,47299,8,0,0.0
UDALLESSEFF,int64,47299,9,0,0.0
UDALTRYSTOP,int64,47299,8,0,0.0
UDALNOTSTOP,int64,47299,9,0,0.0
UDALWSHSTOP,int64,47299,9,0,0.0
UDALHLTHPRB,int64,47299,8,0,0.0
UDALHLTHCTD,int64,47299,9,0,0.0
UDALMNTLPRB,int64,47299,9,0,0.0
UDALMNTLCTD,int64,47299,9,0,0.0
UDALBLCKOUT,int64,47299,9,0,0.0
UDALBLCKCTD,int64,47299,9,0,0.0
UDALSTOPACT,int64,47299,8,0,0.0
UDALWORKPRB,int64,47299,8,0,0.0
UDALFMLYPRB,int64,47299,8,0,0.0
UDALFMLYCTD,int64,47299,8,0,0.0
UDALGETHURT,int64,47299,8,0,0.0
UDALWDSWEAT,int64,47299,8,0,0.0
UDALWDTRMBL,int64,47299,8,0,0.0
UDALWDSLEEP,int64,47299,8,0,0.0
UDALWDVOMIT,int64,47299,8,0,0.0
UDALWDHALUC,int64,47299,8,0,0.0
UDALWDSITST,int64,47299,8,0,0.0
UDALWDFLANX,int64,47299,8,0,0.0
UDALAVOIDWD,int64,47299,8,0,0.0
UDALAVWALCO,int64,47299,9,0,0.0
UDALAVWSVTR,int64,47299,10,0,0.0
UDALAVWOTHR,int64,47299,9,0,0.0
UDMJTIMEUSE,int64,47299,8,0,0.0
UDMJTIMEGET,int64,47299,9,0,0.0
UDMJLRGAMTS,int64,47299,8,0,0.0
UDMJWANTBAD,int64,47299,8,0,0.0
UDMJSTRURGE,int64,47299,9,0,0.0
UDMJNEEDMOR,int64,47299,8,0,0.0
UDMJLESSEFF,int64,47299,9,0,0.0
UDMJTRYSTOP,int64,47299,8,0,0.0
UDMJNOTSTOP,int64,47299,9,0,0.0
UDMJWSHSTOP,int64,47299,9,0,0.0
UDMJHLTHPRB,int64,47299,8,0,0.0
UDMJHLTHCTD,int64,47299,9,0,0.0
UDMJMNTLPRB,int64,47299,9,0,0.0
UDMJMNTLCTD,int64,47299,8,0,0.0
UDMJSTOPACT,int64,47299,8,0,0.0
UDMJWORKPRB,int64,47299,8,0,0.0
UDMJFMLYPRB,int64,47299,8,0,0.0
UDMJFMLYCTD,int64,47299,9,0,0.0
UDMJGETHURT,int64,47299,8,0,0.0
UDMJWDANGRY,int64,47299,8,0,0.0
UDMJWDFLANX,int64,47299,8,0,0.0
UDMJWDSLEEP,int64,47299,8,0,0.0
UDMJWDAPPET,int64,47299,8,0,0.0
UDMJWDSITST,int64,47299,8,0,0.0
UDMJWDDEPRS,int64,47299,8,0,0.0
UDMJWDSTMCH,int64,47299,8,0,0.0
UDMJWDSHAKE,int64,47299,8,0,0.0
UDMJWDSWEAT,int64,47299,8,0,0.0
UDMJWDFEVER,int64,47299,8,0,0.0
UDMJWDCHILL,int64,47299,8,0,0.0
UDMJWDHEDAC,int64,47299,8,0,0.0
UDMJAVOIDWD,int64,47299,8,0,0.0
UDMJAVWMARJ,int64,47299,8,0,0.0
UDMJAVWOTHR,int64,47299,8,0,0.0
UDCCTIMEUSE,int64,47299,8,0,0.0
UDCCTIMEGET,int64,47299,8,0,0.0
UDCCLRGAMTS,int64,47299,9,0,0.0
UDCCWANTBAD,int64,47299,8,0,0.0
UDCCSTRURGE,int64,47299,10,0,0.0
UDCCNEEDMOR,int64,47299,9,0,0.0
UDCCLESSEFF,int64,47299,10,0,0.0
UDCCTRYSTOP,int64,47299,9,0,0.0
UDCCNOTSTOP,int64,47299,8,0,0.0
UDCCWSHSTOP,int64,47299,10,0,0.0
UDCCHLTHPRB,int64,47299,9,0,0.0
UDCCHLTHCTD,int64,47299,8,0,0.0
UDCCMNTLPRB,int64,47299,9,0,0.0
UDCCMNTLCTD,int64,47299,7,0,0.0
UDCCSTOPACT,int64,47299,9,0,0.0
UDCCWORKPRB,int64,47299,8,0,0.0
UDCCFMLYPRB,int64,47299,8,0,0.0
UDCCFMLYCTD,int64,47299,7,0,0.0
UDCCGETHURT,int64,47299,9,0,0.0
UDCCWDFLBLU,int64,47299,9,0,0.0
UDCCWDTIRED,int64,47299,8,0,0.0
UDCCWDDREAM,int64,47299,8,0,0.0
UDCCWDSLEEP,int64,47299,8,0,0.0
UDCCWDHNGRY,int64,47299,8,0,0.0
UDCCWDSITST,int64,47299,8,0,0.0
UDCCAVOIDWD,int64,47299,9,0,0.0
UDCCAVWCOCN,int64,47299,9,0,0.0
UDCCAVWMETH,int64,47299,9,0,0.0
UDCCAVWSTIM,int64,47299,9,0,0.0
UDCCAVWOTHR,int64,47299,9,0,0.0
UDHETIMEUSE,int64,47299,7,0,0.0
UDHETIMEGET,int64,47299,8,0,0.0
UDHELRGAMTS,int64,47299,7,0,0.0
UDHEWANTBAD,int64,47299,7,0,0.0
UDHESTRURGE,int64,47299,9,0,0.0
UDHENEEDMOR,int64,47299,8,0,0.0
UDHELESSEFF,int64,47299,8,0,0.0
UDHETRYSTOP,int64,47299,7,0,0.0
UDHENOTSTOP,int64,47299,8,0,0.0
UDHEWSHSTOP,int64,47299,8,0,0.0
UDHEHLTHPRB,int64,47299,7,0,0.0
UDHEHLTHCTD,int64,47299,7,0,0.0
UDHEMNTLPRB,int64,47299,8,0,0.0
UDHEMNTLCTD,int64,47299,7,0,0.0
UDHESTOPACT,int64,47299,7,0,0.0
UDHEWORKPRB,int64,47299,7,0,0.0
UDHEFMLYPRB,int64,47299,7,0,0.0
UDHEFMLYCTD,int64,47299,7,0,0.0
UDHEGETHURT,int64,47299,7,0,0.0
UDHEWDFLBLU,int64,47299,7,0,0.0
UDHEWDVOMIT,int64,47299,7,0,0.0
UDHEWDCRAMP,int64,47299,7,0,0.0
UDHEWDRUNNY,int64,47299,8,0,0.0
UDHEWDSWEAT,int64,47299,7,0,0.0
UDHEWDDIARR,int64,47299,8,0,0.0
UDHEWDYAWNS,int64,47299,7,0,0.0
UDHEWDFEVER,int64,47299,8,0,0.0
UDHEWDSLEEP,int64,47299,8,0,0.0
UDHEAVOIDWD,int64,47299,7,0,0.0
UDHEAVWHERN,int64,47299,7,0,0.0
UDHEAVWPNRL,int64,47299,8,0,0.0
UDHEAVWOTHR,int64,47299,7,0,0.0
UDHATIMEUSE,int64,47299,8,0,0.0
UDHATIMEGET,int64,47299,9,0,0.0
UDHALRGAMTS,int64,47299,8,0,0.0
UDHAWANTBAD,int64,47299,8,0,0.0
UDHASTRURGE,int64,47299,9,0,0.0
UDHANEEDMOR,int64,47299,8,0,0.0
UDHALESSEFF,int64,47299,9,0,0.0
UDHATRYSTOP,int64,47299,8,0,0.0
UDHANOTSTOP,int64,47299,7,0,0.0
UDHAWSHSTOP,int64,47299,9,0,0.0
UDHAHLTHPRB,int64,47299,8,0,0.0
UDHAHLTHCTD,int64,47299,7,0,0.0
UDHAMNTLPRB,int64,47299,9,0,0.0
UDHAMNTLCTD,int64,47299,7,0,0.0
UDHASTOPACT,int64,47299,8,0,0.0
UDHAWORKPRB,int64,47299,8,0,0.0
UDHAFMLYPRB,int64,47299,8,0,0.0
UDHAFMLYCTD,int64,47299,7,0,0.0
UDHAGETHURT,int64,47299,8,0,0.0
UDINTIMEUSE,int64,47299,8,0,0.0
UDINTIMEGET,int64,47299,8,0,0.0
UDINLRGAMTS,int64,47299,8,0,0.0
UDINWANTBAD,int64,47299,8,0,0.0
UDINSTRURGE,int64,47299,8,0,0.0
UDINNEEDMOR,int64,47299,8,0,0.0
UDINLESSEFF,int64,47299,8,0,0.0
UDINTRYSTOP,int64,47299,8,0,0.0
UDINNOTSTOP,int64,47299,9,0,0.0
UDINWSHSTOP,int64,47299,8,0,0.0
UDINHLTHPRB,int64,47299,8,0,0.0
UDINHLTHCTD,int64,47299,8,0,0.0
UDINMNTLPRB,int64,47299,8,0,0.0
UDINMNTLCTD,int64,47299,7,0,0.0
UDINSTOPACT,int64,47299,8,0,0.0
UDINWORKPRB,int64,47299,8,0,0.0
UDINFMLYPRB,int64,47299,8,0,0.0
UDINFMLYCTD,int64,47299,7,0,0.0
UDINGETHURT,int64,47299,8,0,0.0
UDMETIMEUSE,int64,47299,6,0,0.0
UDMETIMEGET,int64,47299,8,0,0.0
UDMELRGAMTS,int64,47299,6,0,0.0
UDMEWANTBAD,int64,47299,7,0,0.0
UDMESTRURGE,int64,47299,7,0,0.0
UDMENEEDMOR,int64,47299,6,0,0.0
UDMELESSEFF,int64,47299,7,0,0.0
UDMETRYSTOP,int64,47299,6,0,0.0
UDMENOTSTOP,int64,47299,8,0,0.0
UDMEWSHSTOP,int64,47299,8,0,0.0
UDMEHLTHPRB,int64,47299,6,0,0.0
UDMEHLTHCTD,int64,47299,7,0,0.0
UDMEMNTLPRB,int64,47299,8,0,0.0
UDMEMNTLCTD,int64,47299,8,0,0.0
UDMESTOPACT,int64,47299,6,0,0.0
UDMEWORKPRB,int64,47299,6,0,0.0
UDMEFMLYPRB,int64,47299,6,0,0.0
UDMEFMLYCTD,int64,47299,7,0,0.0
UDMEGETHURT,int64,47299,6,0,0.0
UDMEWDFLBLU,int64,47299,6,0,0.0
UDMEWDTIRED,int64,47299,7,0,0.0
UDMEWDDREAM,int64,47299,7,0,0.0
UDMEWDSLEEP,int64,47299,7,0,0.0
UDMEWDHNGRY,int64,47299,7,0,0.0
UDMEWDSITST,int64,47299,7,0,0.0
UDMEAVOIDWD,int64,47299,6,0,0.0
UDMEAVWMETH,int64,47299,7,0,0.0
UDMEAVWCOCN,int64,47299,7,0,0.0
UDMEAVWSTIM,int64,47299,8,0,0.0
UDMEAVWOTHR,int64,47299,7,0,0.0
UDPRTIMEUSE2,int64,47299,9,0,0.0
UDPRTIMEGET2,int64,47299,10,0,0.0
UDPRLRGAMTS2,int64,47299,9,0,0.0
UDPRWANTBAD2,int64,47299,9,0,0.0
UDPRSTRURGE2,int64,47299,10,0,0.0
UDPRNEEDMOR2,int64,47299,9,0,0.0
UDPRLESSEFF2,int64,47299,10,0,0.0
UDPRTRYSTOP2,int64,47299,9,0,0.0
UDPRNOTSTOP2,int64,47299,10,0,0.0
UDPRWSHSTOP2,int64,47299,10,0,0.0
UDPRHLTHPRB2,int64,47299,9,0,0.0
UDPRHLTHCTD2,int64,47299,10,0,0.0
UDPRMNTLPRB2,int64,47299,10,0,0.0
UDPRMNTLCTD2,int64,47299,9,0,0.0
UDPRSTOPACT2,int64,47299,9,0,0.0
UDPRWORKPRB2,int64,47299,9,0,0.0
UDPRFMLYPRB2,int64,47299,9,0,0.0
UDPRFMLYCTD2,int64,47299,9,0,0.0
UDPRGETHURT2,int64,47299,9,0,0.0
UDPRWDFLBLU2,int64,47299,9,0,0.0
UDPRWDVOMIT2,int64,47299,9,0,0.0
UDPRWDCRAMP2,int64,47299,9,0,0.0
UDPRWDRUNNY2,int64,47299,9,0,0.0
UDPRWDSWEAT2,int64,47299,9,0,0.0
UDPRWDDIARR2,int64,47299,9,0,0.0
UDPRWDYAWNS2,int64,47299,9,0,0.0
UDPRWDFEVER2,int64,47299,9,0,0.0
UDPRWDSLEEP2,int64,47299,9,0,0.0
UDPRAVOIDWD2,int64,47299,9,0,0.0
UDPRAVWPNRL2,int64,47299,11,0,0.0
UDPRAVWHERN2,int64,47299,9,0,0.0
UDPRAVWOTHR2,int64,47299,9,0,0.0
UDTRTIMEUSE,int64,47299,9,0,0.0
UDTRTIMEGET,int64,47299,10,0,0.0
UDTRLRGAMTS,int64,47299,9,0,0.0
UDTRWANTBAD,int64,47299,9,0,0.0
UDTRSTRURGE,int64,47299,10,0,0.0
UDTRNEEDMOR,int64,47299,9,0,0.0
UDTRLESSEFF,int64,47299,10,0,0.0
UDTRTRYSTOP,int64,47299,9,0,0.0
UDTRNOTSTOP,int64,47299,9,0,0.0
UDTRWSHSTOP,int64,47299,10,0,0.0
UDTRHLTHPRB,int64,47299,9,0,0.0
UDTRHLTHCTD,int64,47299,10,0,0.0
UDTRMNTLPRB,int64,47299,10,0,0.0
UDTRMNTLCTD,int64,47299,9,0,0.0
UDTRSTOPACT,int64,47299,9,0,0.0
UDTRWORKPRB,int64,47299,9,0,0.0
UDTRFMLYPRB,int64,47299,9,0,0.0
UDTRFMLYCTD,int64,47299,10,0,0.0
UDTRGETHURT,int64,47299,9,0,0.0
UDTRWDSWEAT,int64,47299,9,0,0.0
UDTRWDTRMBL,int64,47299,9,0,0.0
UDTRWDSLEEP,int64,47299,9,0,0.0
UDTRWDVOMIT,int64,47299,9,0,0.0
UDTRWDHALUC,int64,47299,9,0,0.0
UDTRWDSITST,int64,47299,9,0,0.0
UDTRWDFLANX,int64,47299,9,0,0.0
UDTRAVOIDWD,int64,47299,9,0,0.0
UDTRAVWSVTR,int64,47299,9,0,0.0
UDTRAVWALCO,int64,47299,9,0,0.0
UDTRAVWOTHR,int64,47299,9,0,0.0
UDSTTIMEUSE,int64,47299,9,0,0.0
UDSTTIMEGET,int64,47299,10,0,0.0
UDSTLRGAMTS,int64,47299,9,0,0.0
UDSTWANTBAD,int64,47299,9,0,0.0
UDSTSTRURGE,int64,47299,10,0,0.0
UDSTNEEDMOR,int64,47299,9,0,0.0
UDSTLESSEFF,int64,47299,10,0,0.0
UDSTTRYSTOP,int64,47299,9,0,0.0
UDSTNOTSTOP,int64,47299,9,0,0.0
UDSTWSHSTOP,int64,47299,10,0,0.0
UDSTHLTHPRB,int64,47299,9,0,0.0
UDSTHLTHCTD,int64,47299,9,0,0.0
UDSTMNTLPRB,int64,47299,10,0,0.0
UDSTMNTLCTD,int64,47299,8,0,0.0
UDSTSTOPACT,int64,47299,9,0,0.0
UDSTWORKPRB,int64,47299,9,0,0.0
UDSTFMLYPRB,int64,47299,9,0,0.0
UDSTFMLYCTD,int64,47299,9,0,0.0
UDSTGETHURT,int64,47299,9,0,0.0
UDSTWDFLBLU,int64,47299,9,0,0.0
UDSTWDTIRED,int64,47299,9,0,0.0
UDSTWDDREAM,int64,47299,9,0,0.0
UDSTWDSLEEP,int64,47299,9,0,0.0
UDSTWDHNGRY,int64,47299,10,0,0.0
UDSTWDSITST,int64,47299,9,0,0.0
UDSTAVOIDWD,int64,47299,9,0,0.0
UDSTAVWSTIM,int64,47299,10,0,0.0
UDSTAVWCOCN,int64,47299,9,0,0.0
UDSTAVWMETH,int64,47299,9,0,0.0
UDSTAVWOTHR,int64,47299,9,0,0.0
UDSVTIMEUSE,int64,47299,9,0,0.0
UDSVTIMEGET,int64,47299,9,0,0.0
UDSVLRGAMTS,int64,47299,9,0,0.0
UDSVWANTBAD,int64,47299,8,0,0.0
UDSVSTRURGE,int64,47299,9,0,0.0
UDSVNEEDMOR,int64,47299,8,0,0.0
UDSVLESSEFF,int64,47299,10,0,0.0
UDSVTRYSTOP,int64,47299,9,0,0.0
UDSVNOTSTOP,int64,47299,9,0,0.0
UDSVWSHSTOP,int64,47299,10,0,0.0
UDSVHLTHPRB,int64,47299,9,0,0.0
UDSVHLTHCTD,int64,47299,9,0,0.0
UDSVMNTLPRB,int64,47299,10,0,0.0
UDSVMNTLCTD,int64,47299,9,0,0.0
UDSVSTOPACT,int64,47299,9,0,0.0
UDSVWORKPRB,int64,47299,9,0,0.0
UDSVFMLYPRB,int64,47299,9,0,0.0
UDSVFMLYCTD,int64,47299,9,0,0.0
UDSVGETHURT,int64,47299,9,0,0.0
UDSVWDSWEAT,int64,47299,9,0,0.0
UDSVWDTRMBL,int64,47299,9,0,0.0
UDSVWDSLEEP,int64,47299,9,0,0.0
UDSVWDVOMIT,int64,47299,9,0,0.0
UDSVWDHALUC,int64,47299,9,0,0.0
UDSVWDSITST,int64,47299,9,0,0.0
UDSVWDFLANX,int64,47299,9,0,0.0
UDSVAVOIDWD,int64,47299,9,0,0.0
UDSVAVWSVTR,int64,47299,10,0,0.0
UDSVAVWALCO,int64,47299,10,0,0.0
UDSVAVWOTHR,int64,47299,10,0,0.0
PYUD5ALC,float64,46864,4,435,0.92
PYUD5MRJ,float64,47075,4,224,0.474
PYUD5COC,float64,47269,4,30,0.063
PYUD5HER,float64,47290,4,9,0.019
PYUD5HAL,float64,47224,4,75,0.159
PYUD5INH,float64,47280,4,19,0.04
PYUD5MTH,float64,47284,4,15,0.032
EDUD5PNRMIS,float64,47246,4,53,0.112
EDUD5PNRUNM2,float64,47064,4,235,0.497
EDUD5TRQMIS,float64,47271,4,28,0.059
EDUD5TRQUNM,float64,47192,4,107,0.226
EDUD5STMMIS,float64,47277,4,22,0.047
EDUD5STMUNM,float64,47224,4,75,0.159
EDUD5SEDMIS,float64,47291,4,8,0.017
EDUD5SEDUNM,float64,47237,4,62,0.131
IRPYUD5ALC,int64,47299,2,0,0.0
IIPYUD5ALC,int64,47299,3,0,0.0
IRPYUD5MRJ,int64,47299,2,0,0.0
IIPYUD5MRJ,int64,47299,3,0,0.0
IRPYUD5COC,int64,47299,2,0,0.0
IIPYUD5COC,int64,47299,3,0,0.0
IRPYUD5HER,int64,47299,2,0,0.0
IIPYUD5HER,int64,47299,3,0,0.0
IRPYUD5HAL,int64,47299,2,0,0.0
IIPYUD5HAL,int64,47299,3,0,0.0
IRPYUD5INH,int64,47299,2,0,0.0
IIPYUD5INH,int64,47299,3,0,0.0
IRPYUD5MTH,int64,47299,2,0,0.0
IIPYUD5MTH,int64,47299,3,0,0.0
IRUD5PNRMIS,int64,47299,2,0,0.0
IIUD5PNRMIS,int64,47299,3,0,0.0
IRUD5PNRUNM2,int64,47299,2,0,0.0
IIUD5PNRUNM2,int64,47299,3,0,0.0
IRUD5TRQMIS,int64,47299,2,0,0.0
IIUD5TRQMIS,int64,47299,3,0,0.0
IRUD5TRQUNM,int64,47299,2,0,0.0
IIUD5TRQUNM,int64,47299,3,0,0.0
IRUD5STMMIS,int64,47299,2,0,0.0
IIUD5STMMIS,int64,47299,3,0,0.0
IRUD5STMUNM,int64,47299,2,0,0.0
IIUD5STMUNM,int64,47299,3,0,0.0
IRUD5SEDMIS,int64,47299,2,0,0.0
IIUD5SEDMIS,int64,47299,3,0,0.0
IRUD5SEDUNM,int64,47299,2,0,0.0
IIUD5SEDUNM,int64,47299,3,0,0.0
IRPYSEV5ALC,int64,47299,4,0,0.0
IIPYSEV5ALC,int64,47299,3,0,0.0
IRPYSEV5MRJ,int64,47299,4,0,0.0
IIPYSEV5MRJ,int64,47299,3,0,0.0
IRPYSEV5COC,int64,47299,4,0,0.0
IIPYSEV5COC,int64,47299,3,0,0.0
IRPYSEV5HER,int64,47299,4,0,0.0
IIPYSEV5HER,int64,47299,3,0,0.0
IRPYSEV5HAL,int64,47299,4,0,0.0
IIPYSEV5HAL,int64,47299,3,0,0.0
IRPYSEV5INH,int64,47299,4,0,0.0
IIPYSEV5INH,int64,47299,3,0,0.0
IRPYSEV5MTH,int64,47299,4,0,0.0
IIPYSEV5MTH,int64,47299,3,0,0.0
IRSEVPNRMIS,int64,47299,4,0,0.0
IISEVPNRMIS,int64,47299,3,0,0.0
IRSEVPNRUNM2,int64,47299,4,0,0.0
IISEVPNRUNM2,int64,47299,3,0,0.0
IRSEVTRQMIS,int64,47299,4,0,0.0
IISEVTRQMIS,int64,47299,3,0,0.0
IRSEVTRQUNM,int64,47299,4,0,0.0
IISEVTRQUNM,int64,47299,3,0,0.0
IRSEVSTMMIS,int64,47299,4,0,0.0
IISEVSTMMIS,int64,47299,3,0,0.0
IRSEVSTMUNM,int64,47299,4,0,0.0
IISEVSTMUNM,int64,47299,3,0,0.0
IRSEVSEDMIS,int64,47299,4,0,0.0
IISEVSEDMIS,int64,47299,3,0,0.0
IRSEVSEDUNM,int64,47299,4,0,0.0
IISEVSEDUNM,int64,47299,3,0,0.0
UD5TRQSDANY,int64,47299,2,0,0.0
UD5PSYANY,int64,47299,2,0,0.0
UD5OPIANY2,int64,47299,2,0,0.0
UD5HROPANY,int64,47299,4,0,0.0
UD5CNSANY,int64,47299,2,0,0.0
UD5ILLANY,int64,47299,2,0,0.0
UD5IEMANY,int64,47299,2,0,0.0
UD5ILALANY,int64,47299,2,0,0.0
UD5ILAALANY,int64,47299,2,0,0.0
UD5ILNALANY,int64,47299,2,0,0.0
UD5ALNILANY,int64,47299,2,0,0.0
UDYR5OPPRANY,int64,47299,2,0,0.0
UDYR5PNRANY2,int64,47299,2,0,0.0
UDYR5SEDANY,int64,47299,2,0,0.0
UDYR5STMANY,int64,47299,2,0,0.0
UDYR5TRQANY,int64,47299,2,0,0.0
UD5CNSGRP,int64,47299,3,0,0.0
UD5OPIGRP,int64,47299,3,0,0.0
UD5TRQSDGRP,int64,47299,3,0,0.0
SEVYRPNRANY2,int64,47299,4,0,0.0
SEVYROPPRANY,int64,47299,4,0,0.0
SEVYRTRQANY,int64,47299,4,0,0.0
SEVYRSTMANY,int64,47299,4,0,0.0
SEVYRSEDANY,int64,47299,4,0,0.0
SVYRTQSDANY,int64,47299,4,0,0.0
SVYRPSYANY,int64,47299,4,0,0.0
SVYROPIANY2,int64,47299,4,0,0.0
SVYRCNSANY,int64,47299,4,0,0.0
SVYRDUDANY,int64,47299,4,0,0.0
SVYRSUDANY,int64,47299,4,0,0.0
SVYRTQSDMIS,int64,47299,4,0,0.0
SVYROPIMIS,int64,47299,4,0,0.0
SVYRCNSMIS,int64,47299,4,0,0.0
SVYRTQSDUNM,int64,47299,4,0,0.0
SVYROPIUNM,int64,47299,4,0,0.0
SVYRCNSUNM,int64,47299,4,0,0.0
MRJYRBFR,int64,47299,7,0,0.0
MRJAGLST,int64,47299,91,0,0.0
MRJYLU,int64,47299,10,0,0.0
MRJMLU,int64,47299,19,0,0.0
CIGAGLST,int64,47299,91,0,0.0
CIGYLU,int64,47299,10,0,0.0
CIGMLU,int64,47299,19,0,0.0
CIGDLLST,int64,47299,84,0,0.0
CIGDLYLU,int64,47299,10,0,0.0
CIGDLMLU,int64,47299,19,0,0.0
SMKAGLAST,int64,47299,79,0,0.0
SMKYRLAST,int64,47299,10,0,0.0
SMKMOLAST,int64,47299,19,0,0.0
CGRAGLST,int64,47299,85,0,0.0
CIGARYLU,int64,47299,10,0,0.0
CIGARMLU,int64,47299,19,0,0.0
ALCAGLST,int64,47299,101,0,0.0
ALCYLU,int64,47299,10,0,0.0
ALCMLU,int64,47299,19,0,0.0
COCAGLST,int64,47299,71,0,0.0
COCYLU,int64,47299,10,0,0.0
COCMLU,int64,47299,19,0,0.0
CRKAGLST,int64,47299,64,0,0.0
CRKYLU,int64,47299,10,0,0.0
CRKMLU,int64,47299,19,0,0.0
HERAGLST,int64,47299,56,0,0.0
HERYLU,int64,47299,10,0,0.0
HERMLU,int64,47299,19,0,0.0
HALLAGLST,int64,47299,73,0,0.0
HALLYRLST,int64,47299,10,0,0.0
HALLMOLST,int64,47299,19,0,0.0
LSDAGLST,int64,47299,63,0,0.0
LSDYLU,int64,47299,10,0,0.0
LSDMLU,int64,47299,19,0,0.0
PCPAGLST,int64,47299,51,0,0.0
PCPYLU,int64,47299,10,0,0.0
PCPMLU,int64,47299,18,0,0.0
ECSTMOAGL,int64,47299,58,0,0.0
ECSTMOYLU,int64,47299,10,0,0.0
ECSTMOMLU,int64,47299,19,0,0.0
INHLAGLST,int64,47299,74,0,0.0
INHLYRLST,int64,47299,10,0,0.0
INHLMOLST,int64,47299,19,0,0.0
METHAGLST,int64,47299,67,0,0.0
METHYRLST,int64,47299,10,0,0.0
METHMOLST,int64,47299,19,0,0.0
CIGYRBFR,int64,47299,8,0,0.0
ALCYRBFR,int64,47299,7,0,0.0
COCYRBFR,int64,47299,7,0,0.0
SUTSUPPADB,int64,47299,11,0,0.0
SUTOPALC2,int64,47299,10,0,0.0
SUTOPMRJ2,int64,47299,10,0,0.0
SUTOPINHL2,int64,47299,9,0,0.0
SUTOPHALL2,int64,47299,10,0,0.0
SUTOPCOC2,int64,47299,10,0,0.0
SUTOPHER2,int64,47299,7,0,0.0
SUTOPMETH2,int64,47299,8,0,0.0
SUTOPPNR2,int64,47299,11,0,0.0
SUTOPSTM2,int64,47299,10,0,0.0
