variable,tipo,n_presentes,n_unicos,n_nan,pct_nan,pct_unicos_presentes
HIVAIDSEV2,int64,58633,6,0,0.0,0.01
CANCEREVR2,int64,58633,6,0,0.0,0.01
HIGHBPEVR2,int64,58633,6,0,0.0,0.01
NONABOVEV2,int64,58633,6,0,0.0,0.01
CABLADDER,int64,58633,7,0,0.0,0.012
CABLOLEULYM,int64,58633,7,0,0.0,0.012
CAOTHER2,int64,58633,7,0,0.0,0.012
CABREAST,int64,58633,7,0,0.0,0.012
CACERVIX,int64,58633,7,0,0.0,0.012
CACOLNRECT,int64,58633,7,0,0.0,0.012
CAESOPSTOM,int64,58633,7,0,0.0,0.012
CAGALLIVPAN,int64,58633,7,0,0.0,0.012
CAKIDNEY,int64,58633,7,0,0.0,0.012
CALARYLUNG,int64,58633,7,0,0.0,0.012
CAMELANOM,int64,58633,7,0,0.0,0.012
CAMOUTTHRO,int64,58633,7,0,0.0,0.012
CAOVARY,int64,58633,7,0,0.0,0.012
CAPROSTEST,int64,58633,7,0,0.0,0.012
CASKINOTH,int64,58633,7,0,0.0,0.012
CASKINDK,int64,58633,7,0,0.0,0.012
CATHYROID,int64,58633,7,0,0.0,0.012
CAUTERUS,int64,58633,7,0,0.0,0.012
CANCERYR,int64,58633,9,0,0.0,0.015
HRTCONDAG,int64,58633,96,0,0.0,0.164
HRTCONDYR,int64,58633,8,0,0.0,0.014
DIABETEAG,int64,58633,90,0,0.0,0.153
COPDAGE,int64,58633,90,0,0.0,0.153
CIRROSAGE,int64,58633,61,0,0.0,0.104
HEPBCAGE,int64,58633,72,0,0.0,0.123
KIDNYDSAG,int64,58633,91,0,0.0,0.155
ASTHMAAGE,int64,58633,85,0,0.0,0.145
ASTHMANOW,int64,58633,7,0,0.0,0.012
HIVAIDSAG,int64,58633,43,0,0.0,0.073
HIGHBPMED,int64,58633,7,0,0.0,0.012
HIGHBPAGE,int64,58633,93,0,0.0,0.159
PREGST,float64,58235,3,398,0.679,0.005
BMI2,float64,55087,3318,3546,6.048,6.023
TELEAPTYR2,float64,57383,2,1250,2.132,0.003
CASUPROB,int64,58633,7,0,0.0,0.012
CASURCVR,int64,58633,7,0,0.0,0.012
CAMHPROB,int64,58633,7,0,0.0,0.012
CAMHRCVR,int64,58633,7,0,0.0,0.012
KRATEVER,int64,58633,6,0,0.0,0.01
KRATREC,int64,58633,7,0,0.0,0.012
FLVVAPEVR,int64,58633,6,0,0.0,0.01
FLVVAPREC,int64,58633,7,0,0.0,0.012
SYNMRJEVR,int64,58633,6,0,0.0,0.01
SYNMRJREC,int64,58633,7,0,0.0,0.012
SYNSTMEVR,int64,58633,6,0,0.0,0.01
SYNSTMREC,int64,58633,7,0,0.0,0.012
IMFEVER,int64,58633,6,0,0.0,0.01
IMFNDLEVER,int64,58633,6,0,0.0,0.01
IRKRATREC,int64,58633,4,0,0.0,0.007
IIKRATREC,int64,58633,3,0,0.0,0.005
IRFLVVAPREC,int64,58633,4,0,0.0,0.007
IIFLVVAPREC,int64,58633,3,0,0.0,0.005
IRSYNMRJREC,int64,58633,4,0,0.0,0.007
IISYNMRJREC,int64,58633,3,0,0.0,0.005
IRSYNSTMREC,int64,58633,4,0,0.0,0.007
IISYNSTMREC,int64,58633,3,0,0.0,0.005
IRIMFREC,int64,58633,4,0,0.0,0.007
IIIMFREC,int64,58633,3,0,0.0,0.005
CASUPROB2,float64,45714,2,12919,22.034,0.004
RCVYSUBPRB,float64,45702,2,12931,22.054,0.004
CAMHPROB2,float64,45737,2,12896,21.994,0.004
RCVYMHPRB,float64,45622,2,13011,22.191,0.004
KRATOMFLAG,int64,58633,2,0,0.0,0.003
KRATOMYR,int64,58633,2,0,0.0,0.003
KRATOMMON,int64,58633,2,0,0.0,0.003
FLVVAPFLAG,int64,58633,2,0,0.0,0.003
FLVVAPYR,int64,58633,2,0,0.0,0.003
FLVVAPMON,int64,58633,2,0,0.0,0.003
SYNMRJFLAG,int64,58633,2,0,0.0,0.003
SYNMRJYR,int64,58633,2,0,0.0,0.003
SYNMRJMON,int64,58633,2,0,0.0,0.003
SYNSTMFLAG,int64,58633,2,0,0.0,0.003
SYNSTMYR,int64,58633,2,0,0.0,0.003
SYNSTMMON,int64,58633,2,0,0.0,0.003
IMFFLAG,int64,58633,2,0,0.0,0.003
IMFYR,int64,58633,2,0,0.0,0.003
IMFMON,int64,58633,2,0,0.0,0.003
IMFNEDFLAG,float64,58606,2,27,0.046,0.003
ANYNEDFLAG,float64,58318,2,315,0.537,0.003
ANYNEDYR,float64,58326,2,307,0.524,0.003
FPIMFANYYR2,int64,58633,2,0,0.0,0.003
FPIMFNMYR,int64,58633,2,0,0.0,0.003
OPIIMFNMYR2,int64,58633,2,0,0.0,0.003
OPIIMFNMMN2,int64,58633,2,0,0.0,0.003
ILIMFOTHFG,int64,58633,2,0,0.0,0.003
ILIMFOTHYR,int64,58633,2,0,0.0,0.003
ILIMFOTHMN,int64,58633,2,0,0.0,0.003
LANGVER,int64,58633,2,0,0.0,0.003
GQTYPE2,str,235,2,58398,99.599,0.851
