variable,etiqueta_codebook,modulo,tipo_version,codigo_doc,etiqueta_codigo,tipo_codigo_doc,codigo_especial,frecuencia_codebook,pct_codebook
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,6185,"25I-NBOMe, 2C-I-NBOMe, BOM-CI, Cimbi-5",Categoría analítica,False,2,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,6188,"25B-NBOMe, NBOMe-2C-B",Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,6189,"25C-NBOMe, 2C-C-NBOMe, NBOMe-2C-C, N-Bomb",Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,6200,"AL-LAD, 6-allyl-6-nor-LSD",Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,6209,1P-LSD,Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,6214,Synthetic mescaline; otherwise unspecified,Salto legítimo o no aplicable,True,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,6249,"2'-Oxo-PCE, Eticyclidone, O-PCE",Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,6250,Ephenidine,Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,6252,"Methoxpropamine, MXPr",Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,658,"Special K, Ketamine",Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,698,"2C-B, Bromo mescaline, Nexus",Categoría analítica,False,2,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,8223,Chocolate,Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,8315,"Synthetic cannabis/cannabinoid, otherwise unspcfd",Salto legítimo o no aplicable,True,2,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,8351,"6-APB, Benzo Fury",Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,8446,"Edibles, not otherwise specified",Salto legítimo o no aplicable,True,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,883,Dextromethorphan hydrobromide <OTC>,Categoría analítica,False,1,0.00
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,9985,BAD DATA Logically assigned,Asignación lógica,True,5,0.01
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,9991,NEVER USED HALLUCINOGENS,Ausencia de exposición,True,48639,82.95
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,9997,REFUSED,No respuesta o ausencia,True,10,0.02
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,9998,BLANK (NO ANSWER),No respuesta o ausencia,True,840,1.43
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,HALLUCINOGENS,Original u otra,9999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,9083,15.49
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,355,"Crystal meth, crystal methamphetamine",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,508,"Nitrous oxide, ""whippits,"" dentist gas",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,6005,"Sassafras, sassafras tea",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,601,"LSD (""acid"")",Categoría analítica,False,2,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,604,"Psilocybin (mushrooms), sclerotia, shrooms",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,607,"OTHER Hallucinogen, NOT OTHERWISE SPECIFIED",Salto legítimo o no aplicable,True,3,0.01
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,6073,Rolls,Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,6126,"2,5-Dimethoxy-4-iodophenethylamine, 2C-I",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,6138,"2C-E, 2-5-Dimethoxy-4-ethyl-phenethylamine",Categoría analítica,False,3,0.01
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,6185,"25I-NBOMe, 2C-I-NBOMe, BOM-CI, Cimbi-5",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,6186,"3-MeO-2-Oxo-PCE, MXE, Methoxetamine",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,6208,"3-MeO-PCP, 3-Methoxyphencyclidine",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,6225,"DCK, Deschloroketamine",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,698,"2C-B, Bromo mescaline, Nexus",Categoría analítica,False,3,0.01
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,803,"Marijuana, MarrJane, Mary Jane, MJ, pot, weed",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,8118,"Smoke/smoking, not otherwise specified",Salto legítimo o no aplicable,True,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,8283,"Synthetic cannabinoids (eg, K2, Spice, JWH-018)",Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,8381,Vapor/vaping/vape juice; contents/route unspecifd,Categoría analítica,False,1,0.00
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,9991,NEVER USED HALLUCINOGENS,Ausencia de exposición,True,48639,82.95
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,9997,REFUSED,No respuesta o ausencia,True,12,0.02
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,9998,BLANK (NO ANSWER),No respuesta o ausencia,True,874,1.49
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,HALLUCINOGENS,Original u otra,9999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,9083,15.49
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,6029,DXM,Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,605,"PCP (""angel dust,"" phencyclidine)",Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,607,"OTHER Hallucinogen, NOT OTHERWISE SPECIFIED",Salto legítimo o no aplicable,True,2,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,6126,"2,5-Dimethoxy-4-iodophenethylamine, 2C-I",Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,6138,"2C-E, 2-5-Dimethoxy-4-ethyl-phenethylamine",Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,6185,"25I-NBOMe, 2C-I-NBOMe, BOM-CI, Cimbi-5",Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,6200,"AL-LAD, 6-allyl-6-nor-LSD",Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,6209,1P-LSD,Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,6223,"3-HO-PCP, 3-Hydroxyphencyclidine",Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,6251,"3-MeO-PCE, 3-Methoxyeticyclidine",Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,803,"Marijuana, MarrJane, Mary Jane, MJ, pot, weed",Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,8546,Scopolamine,Categoría analítica,False,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,9985,BAD DATA Logically assigned,Asignación lógica,True,1,0.00
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,9991,NEVER USED HALLUCINOGENS,Ausencia de exposición,True,48639,82.95
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,9997,REFUSED,No respuesta o ausencia,True,10,0.02
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,9998,BLANK (NO ANSWER),No respuesta o ausencia,True,887,1.51
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,HALLUCINOGENS,Original u otra,9999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,9083,15.49
HALLUCOTH,EVER USED OTHER HALLUCINOGEN,HALLUCINOGENS,Original u otra,1,Yes,Categoría analítica,False,669,1.14
HALLUCOTH,EVER USED OTHER HALLUCINOGEN,HALLUCINOGENS,Original u otra,2,No,Categoría analítica,False,9083,15.49
HALLUCOTH,EVER USED OTHER HALLUCINOGEN,HALLUCINOGENS,Original u otra,5,Yes (specific hallucinogen unknown) LOG ASSN,No respuesta o ausencia,True,122,0.21
HALLUCOTH,EVER USED OTHER HALLUCINOGEN,HALLUCINOGENS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,1,0.00
HALLUCOTH,EVER USED OTHER HALLUCINOGEN,HALLUCINOGENS,Original u otra,91,NEVER USED HALLUCINOGENS,Ausencia de exposición,True,48639,82.95
HALLUCOTH,EVER USED OTHER HALLUCINOGEN,HALLUCINOGENS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,109,0.19
HALLUCOTH,EVER USED OTHER HALLUCINOGEN,HALLUCINOGENS,Original u otra,97,REFUSED,No respuesta o ausencia,True,10,0.02
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,1,Within the past 30 days,Categoría analítica,False,625,1.07
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,11,Used in the past 30 days LOGICALLY ASSIGNED,Asignación lógica,True,40,0.07
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,12,Used >30 days ago but within pst 12 mos LOG ASSN,Categoría analítica,False,23,0.04
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,13,More than 12 months ago LOGICALLY ASSIGNED,Asignación lógica,True,3,0.01
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,2,More than 30 days ago but within the past 12 mos,Categoría analítica,False,1802,3.07
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,3,More than 12 months ago,Categoría analítica,False,6953,11.86
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,8,Used at some point in the past 12 mos LOG ASSN,Categoría analítica,False,45,0.08
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,1,0.00
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,9,Used at some point in lifetime LOG ASSN,Categoría analítica,False,158,0.27
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,91,NEVER USED HALLUCINOGENS,Ausencia de exposición,True,48639,82.95
HALLUCREC,TIME SINCE LAST USED HALLUCINOGENS,HALLUCINOGENS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,344,0.59
HALLUCYFQ,TOTAL # OF DAYS USED HALLUCINOGENS IN PAST 12 MOS,HALLUCINOGENS,Original u otra,985,BAD DATA Logically assigned,Asignación lógica,True,16,0.03
HALLUCYFQ,TOTAL # OF DAYS USED HALLUCINOGENS IN PAST 12 MOS,HALLUCINOGENS,Original u otra,991,NEVER USED HALLUCINOGENS,Ausencia de exposición,True,48639,82.95
HALLUCYFQ,TOTAL # OF DAYS USED HALLUCINOGENS IN PAST 12 MOS,HALLUCINOGENS,Original u otra,993,DID NOT USE HALLUCINOGENS IN THE PAST 12 MOS,Ausencia de exposición,True,6956,11.86
HALLUCYFQ,TOTAL # OF DAYS USED HALLUCINOGENS IN PAST 12 MOS,HALLUCINOGENS,Original u otra,994,DON'T KNOW,No respuesta o ausencia,True,6,0.01
HALLUCYFQ,TOTAL # OF DAYS USED HALLUCINOGENS IN PAST 12 MOS,HALLUCINOGENS,Original u otra,997,REFUSED,No respuesta o ausencia,True,3,0.01
HALLUCYFQ,TOTAL # OF DAYS USED HALLUCINOGENS IN PAST 12 MOS,HALLUCINOGENS,Original u otra,998,BLANK (NO ANSWER),No respuesta o ausencia,True,694,1.18
HALLUCYFQ,TOTAL # OF DAYS USED HALLUCINOGENS IN PAST 12 MOS,HALLUCINOGENS,Original u otra,RANGE,1 - 365,Rango válido,False,2319,3.96
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,HALLUCINOGENS,Original u otra,9985,BAD DATA Logically assigned,Asignación lógica,True,58,0.10
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,HALLUCINOGENS,Original u otra,9989,LEGITIMATE SKIP Logically assigned,Asignación lógica,True,110,0.19
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,HALLUCINOGENS,Original u otra,9991,NEVER USED HALLUCINOGENS,Ausencia de exposición,True,48639,82.95
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,HALLUCINOGENS,Original u otra,9994,DON'T KNOW,No respuesta o ausencia,True,78,0.13
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,HALLUCINOGENS,Original u otra,9997,REFUSED,No respuesta o ausencia,True,34,0.06
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,HALLUCINOGENS,Original u otra,9998,BLANK (NO ANSWER),No respuesta o ausencia,True,347,0.59
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,HALLUCINOGENS,Original u otra,9999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,8602,14.67
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,HALLUCINOGENS,Original u otra,RANGE,2022 - 2024,Rango válido,False,765,1.30
HALLUCYR,RC-HALLUCINOGENS - PAST YEAR USE,RECODED DRUG USE,Recodificada,0,"Did not use in the past year (IRHALLUCREC = 3,9)",Ausencia de exposición,True,56049,95.59
HALLUCYR,RC-HALLUCINOGENS - PAST YEAR USE,RECODED DRUG USE,Recodificada,1,"Used within the past year (IRHALLUCREC = 1,2)",Categoría analítica,False,2584,4.41
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,9985,BAD DATA Logically assigned,Asignación lógica,True,33,0.06
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,9989,LEGITIMATE SKIP Logically assigned,Asignación lógica,True,98,0.17
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,9991,NEVER USED HALLUCINOGENS,Ausencia de exposición,True,48639,82.95
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,9994,DON'T KNOW,No respuesta o ausencia,True,181,0.31
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,9997,REFUSED,No respuesta o ausencia,True,51,0.09
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,9998,BLANK (NO ANSWER),No respuesta o ausencia,True,1019,1.74
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,9999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,6465,11.03
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,RANGE,2022 - 2024,Rango válido,False,2147,3.66
HALTOTFG,TRIMMING INDICATOR FOR HALLUCYFQ,HALLUCINOGENS,Original u otra,2,Trimmed relative to the 30-day freq,Categoría analítica,False,4,0.01
HALTOTFG,TRIMMING INDICATOR FOR HALLUCYFQ,HALLUCINOGENS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,58629,99.99
HEALTH,OVERALL HEALTH,DEMOGRAPHICS,Original u otra,1,Excellent,Categoría analítica,False,12453,21.24
HEALTH,OVERALL HEALTH,DEMOGRAPHICS,Original u otra,2,Very good,Categoría analítica,False,21501,36.67
HEALTH,OVERALL HEALTH,DEMOGRAPHICS,Original u otra,3,Good,Categoría analítica,False,17813,30.38
HEALTH,OVERALL HEALTH,DEMOGRAPHICS,Original u otra,4,Fair,Categoría analítica,False,5902,10.07
HEALTH,OVERALL HEALTH,DEMOGRAPHICS,Original u otra,5,Poor,Categoría analítica,False,930,1.59
HEALTH,OVERALL HEALTH,DEMOGRAPHICS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,22,0.04
HEALTH,OVERALL HEALTH,DEMOGRAPHICS,Original u otra,97,REFUSED,No respuesta o ausencia,True,12,0.02
HEALTH2,RC-OVERALL HEALTH RECODE,RECODED DEMOGRAPHICS,Recodificada,.,Unknown (Otherwise),Salto legítimo o no aplicable,True,34,0.06
HEALTH2,RC-OVERALL HEALTH RECODE,RECODED DEMOGRAPHICS,Recodificada,1,Excellent (HEALTH=1),Categoría analítica,False,12453,21.24
HEALTH2,RC-OVERALL HEALTH RECODE,RECODED DEMOGRAPHICS,Recodificada,2,Very Good (HEALTH=2),Categoría analítica,False,21501,36.67
HEALTH2,RC-OVERALL HEALTH RECODE,RECODED DEMOGRAPHICS,Recodificada,3,Good (HEALTH=3),Categoría analítica,False,17813,30.38
HEALTH2,RC-OVERALL HEALTH RECODE,RECODED DEMOGRAPHICS,Recodificada,4,"Fair/Poor (HEALTH=4,5)",Categoría analítica,False,6832,11.65
HEOTNDL,HOW USED HEROIN: INJECTED IT WITH A NEEDLE,SPECIAL DRUGS,Original u otra,1,Response entered,Categoría analítica,False,5,0.01
HEOTNDL,HOW USED HEROIN: INJECTED IT WITH A NEEDLE,SPECIAL DRUGS,Original u otra,6,Response not entered,Categoría analítica,False,48,0.08
HEOTNDL,HOW USED HEROIN: INJECTED IT WITH A NEEDLE,SPECIAL DRUGS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,1,0.00
HEOTNDL,HOW USED HEROIN: INJECTED IT WITH A NEEDLE,SPECIAL DRUGS,Original u otra,91,NEVER USED HEROIN,Ausencia de exposición,True,57413,97.92
HEOTNDL,HOW USED HEROIN: INJECTED IT WITH A NEEDLE,SPECIAL DRUGS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,3,0.01
HEOTNDL,HOW USED HEROIN: INJECTED IT WITH A NEEDLE,SPECIAL DRUGS,Original u otra,97,REFUSED,No respuesta o ausencia,True,5,0.01
HEOTNDL,HOW USED HEROIN: INJECTED IT WITH A NEEDLE,SPECIAL DRUGS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,35,0.06
HEOTNDL,HOW USED HEROIN: INJECTED IT WITH A NEEDLE,SPECIAL DRUGS,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,1123,1.92
HEOTOTH,HOW USED HEROIN: SOME OTHER WAY,SPECIAL DRUGS,Original u otra,1,Response entered,Categoría analítica,False,19,0.03
HEOTOTH,HOW USED HEROIN: SOME OTHER WAY,SPECIAL DRUGS,Original u otra,6,Response not entered,Categoría analítica,False,34,0.06
HEOTOTH,HOW USED HEROIN: SOME OTHER WAY,SPECIAL DRUGS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,2,0.00
HEOTOTH,HOW USED HEROIN: SOME OTHER WAY,SPECIAL DRUGS,Original u otra,91,NEVER USED HEROIN,Ausencia de exposición,True,57413,97.92
HEOTOTH,HOW USED HEROIN: SOME OTHER WAY,SPECIAL DRUGS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,3,0.01
HEOTOTH,HOW USED HEROIN: SOME OTHER WAY,SPECIAL DRUGS,Original u otra,97,REFUSED,No respuesta o ausencia,True,5,0.01
HEOTOTH,HOW USED HEROIN: SOME OTHER WAY,SPECIAL DRUGS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,34,0.06
HEOTOTH,HOW USED HEROIN: SOME OTHER WAY,SPECIAL DRUGS,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,1123,1.92
HEOTSMK,HOW USED HEROIN: SMOKED IT,SPECIAL DRUGS,Original u otra,1,Response entered,Categoría analítica,False,9,0.02
HEOTSMK,HOW USED HEROIN: SMOKED IT,SPECIAL DRUGS,Original u otra,6,Response not entered,Categoría analítica,False,44,0.08
HEOTSMK,HOW USED HEROIN: SMOKED IT,SPECIAL DRUGS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,1,0.00
HEOTSMK,HOW USED HEROIN: SMOKED IT,SPECIAL DRUGS,Original u otra,91,NEVER USED HEROIN,Ausencia de exposición,True,57413,97.92
HEOTSMK,HOW USED HEROIN: SMOKED IT,SPECIAL DRUGS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,3,0.01
HEOTSMK,HOW USED HEROIN: SMOKED IT,SPECIAL DRUGS,Original u otra,97,REFUSED,No respuesta o ausencia,True,5,0.01
HEOTSMK,HOW USED HEROIN: SMOKED IT,SPECIAL DRUGS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,35,0.06
HEOTSMK,HOW USED HEROIN: SMOKED IT,SPECIAL DRUGS,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,1123,1.92
HEOTSNF,HOW USED HEROIN: SNIFFED IT,SPECIAL DRUGS,Original u otra,1,Response entered,Categoría analítica,False,21,0.04
HEOTSNF,HOW USED HEROIN: SNIFFED IT,SPECIAL DRUGS,Original u otra,6,Response not entered,Categoría analítica,False,32,0.05
HEOTSNF,HOW USED HEROIN: SNIFFED IT,SPECIAL DRUGS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,2,0.00
HEOTSNF,HOW USED HEROIN: SNIFFED IT,SPECIAL DRUGS,Original u otra,91,NEVER USED HEROIN,Ausencia de exposición,True,57413,97.92
HEOTSNF,HOW USED HEROIN: SNIFFED IT,SPECIAL DRUGS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,3,0.01
HEOTSNF,HOW USED HEROIN: SNIFFED IT,SPECIAL DRUGS,Original u otra,97,REFUSED,No respuesta o ausencia,True,5,0.01
HEOTSNF,HOW USED HEROIN: SNIFFED IT,SPECIAL DRUGS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,34,0.06
HEOTSNF,HOW USED HEROIN: SNIFFED IT,SPECIAL DRUGS,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,1123,1.92
HEOTSP,HOW USED HEROIN: SPECIFY,SPECIAL DRUGS,Original u otra,10,You combined it w/Ecstasy (no othr drug mentioned),Categoría analítica,False,1,0.00
HEOTSP,HOW USED HEROIN: SPECIFY,SPECIAL DRUGS,Original u otra,16,You sniffed/snorted/huffed it; pwdr/liquid unspfd,Categoría analítica,False,1,0.00
HEOTSP,HOW USED HEROIN: SPECIFY,SPECIAL DRUGS,Original u otra,5,You took it orally/by mouth/in pill form,Categoría analítica,False,9,0.02
HEOTSP,HOW USED HEROIN: SPECIFY,SPECIAL DRUGS,Original u otra,6,"You sniffed or ""snorted"" in liquid/melted form",Categoría analítica,False,5,0.01
HEOTSP,HOW USED HEROIN: SPECIFY,SPECIAL DRUGS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,4,0.01
HEOTSP,HOW USED HEROIN: SPECIFY,SPECIAL DRUGS,Original u otra,91,NEVER USED HEROIN,Ausencia de exposición,True,57413,97.92
HEOTSP,HOW USED HEROIN: SPECIFY,SPECIAL DRUGS,Original u otra,97,REFUSED,No respuesta o ausencia,True,5,0.01
HEOTSP,HOW USED HEROIN: SPECIFY,SPECIAL DRUGS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,38,0.06
HEOTSP,HOW USED HEROIN: SPECIFY,SPECIAL DRUGS,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,1157,1.97
HEPBCAGE,AGE HEPATITIS 1ST DIAGNOSED,HEALTH,Original u otra,985,BAD DATA Logically assigned,Asignación lógica,True,12,0.02
HEPBCAGE,AGE HEPATITIS 1ST DIAGNOSED,HEALTH,Original u otra,994,DON'T KNOW,No respuesta o ausencia,True,11,0.02
HEPBCAGE,AGE HEPATITIS 1ST DIAGNOSED,HEALTH,Original u otra,997,REFUSED,No respuesta o ausencia,True,1,0.00
HEPBCAGE,AGE HEPATITIS 1ST DIAGNOSED,HEALTH,Original u otra,998,BLANK (NO ANSWER),No respuesta o ausencia,True,1669,2.85
HEPBCAGE,AGE HEPATITIS 1ST DIAGNOSED,HEALTH,Original u otra,999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,56486,96.34
HEPBCAGE,AGE HEPATITIS 1ST DIAGNOSED,HEALTH,Original u otra,RANGE,1 - 75,Rango válido,False,454,0.77
HEPBCEVER2,EVER TOLD HAD HEPATITIS B OR C,HEALTH,Original u otra,1,Yes,Categoría analítica,False,466,0.79
