variable,etiqueta_codebook,modulo,tipo_version,pct_valores_informativos,rol_final_eda
IISUTINRHAB2,RCVD SUB TRMT AT RSDNTL SUB REHAB/TRMT CTR - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.355,Excluir de variables de entrada
IRSUTINRSMH2,RCVD SUB TRMT AT RSDNTL MNTL HLTH TRMT CTR - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTINRSMH2,RCVD SUB TRMT AT RSDNTL MNTL HLTH TRMT CTR - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.355,Excluir de variables de entrada
IRSUTINOPL2,RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTINOPL2,RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.353,Excluir de variables de entrada
IRSUTOPRHAB2,RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTOPRHAB2,RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.355,Excluir de variables de entrada
IRSUTOPMHCR2,RCVD SUB TRMT AT OUTPTNT MNTL HLTH TRMT CTR - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTOPMHCR2,RCVD SUB TRMT AT OUTPTNT MNTL HLTH TRMT CTR - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.355,Excluir de variables de entrada
IRSUTOPTHRP2,RCVD SUB TRMT AT THERAPIST OFFICE - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTOPTHRP2,RCVD SUB TRMT AT THERAPIST OFFICE - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.355,Excluir de variables de entrada
IRSUTOPDOC2,RCVD SUB TRMT AT GENERAL MEDICAL OFFICE - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTOPDOC2,RCVD SUB TRMT AT GENERAL MEDICAL OFFICE - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.353,Excluir de variables de entrada
IRSUTOPHOSP2,RCVD SUB TRMT AT HOSPITAL AS OUTPATIENT - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTOPHOSP2,RCVD SUB TRMT AT HOSPITAL AS OUTPATIENT - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.355,Excluir de variables de entrada
IRSUTOPSCHL2,RCVD SUB TRMT AT SCHOOL HEALTH/COUNSELING - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTOPSCHL2,RCVD SUB TRMT AT SCHOOL HEALTH/COUNSELING - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.355,Excluir de variables de entrada
IRSUTOPOPL2,RCVD SUB TRMT AT OTHER PLACE AS OUTPATIENT - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTOPOPL2,RCVD SUB TRMT AT OTHER PLACE AS OUTPATIENT - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.355,Excluir de variables de entrada
IRSUTRXALC,USED RX MED TO HELP CUT BACK OR STOP ALCOHOL USE - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTRXALC,USED RX MED TO HELP CUT BACK OR STOP ALCOHOL USE - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,82.801,Excluir de variables de entrada
IRSUTRXDRG,USED RX MED TO HELP CUT BACK/STOP HER/PNR USE - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTRXDRG,USED RX MED TO HELP CUT BACK/STOP HER/PNR USE - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,51.804,Excluir de variables de entrada
IRSUTODRVMED,TREATED WITH OVERDOSE REVERSAL MEDICATION - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTODRVMED,TREATED WITH OVERDOSE REVERSAL MEDICATION - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,74.517,Excluir de variables de entrada
IRSUTPHVID,RCVD PHONE/VIDEO SVCS FOR SUB USE - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTPHVID,RCVD PHONE/VIDEO SVCS FOR SUB USE - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.353,Excluir de variables de entrada
IRSUTDETOX,RCVD DETOX SRVCS FOR SUB USE WITHDRAWAL SYMPT - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTDETOX,RCVD DETOX SRVCS FOR SUB USE WITHDRAWAL SYMPT - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,73.061,Excluir de variables de entrada
IRSUTPEERSPC,RCVD SUB USE HELP FM PEER SUPP SPCLST/RCVY COACH-PY-IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,100.0,Variable de sensibilidad
IISUTPEERSPC,RCVD SUB USE HELP FM PEER SUPP SPCLST/RCVY COACH-PY-IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,89.355,Excluir de variables de entrada
SUTINPPY2,RC-RCVD SUB USE TREATMENT AS AN INPATIENT - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTOPPY2,RC-RCVD SUB USE TREATMENT AS AN OUTPATIENT - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTOPNDOC2,RC-RCVD SUB TRMT AS AN OUTPATIENT OTHER THAN GEN MED-PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTOPALCPY2,RC- RCVD SUB USE TRMT AS AN OUTPATIENT FOR ALCOHOL USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.979,Variable de sensibilidad
SUTOPMRJPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR MARIJUANA USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.416,Variable de sensibilidad
SUTOPCOCPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR COCAINE USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.18,Variable de sensibilidad
SUTOPHERPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR HEROIN USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.311,Variable de sensibilidad
SUTOPHALPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR HALLUC USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.085,Variable de sensibilidad
SUTOPINHPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR INHALANT USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.04,Variable de sensibilidad
SUTOPMTHPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR METHAM USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.364,Variable de sensibilidad
SUTOPPNRPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR PAIN REL USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.577,Variable de sensibilidad
SUTOPSTMPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR STIM USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.163,Variable de sensibilidad
SUTOPTRQPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR TRANQ USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.216,Variable de sensibilidad
SUTOPSEDPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR SEDATIVE USE-PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.07,Variable de sensibilidad
SUTOPTQSDPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR TRQ OR SED USE-PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTOPPSYPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR PSYCHO USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTOPOPIPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR OPIOID USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTOPCNSPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR CNS USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTOPDRGPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR DRUG USE - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTOPDRALPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR DRUGS AND ALC - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTOPUNSPPY2,RC-RCVD SUB USE TRMT AS AN OUTPATIENT - SUB UNSPECIFIED - PY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.814,Variable de sensibilidad
SUTPHVIDRG,RC-RCVD PHONE/VIDEO SERVICES FOR DRUG USE - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,99.911,Variable de sensibilidad
SUTPHVIALC,RC-RCVD PHONE/VIDEO SERVICES FOR ALCOHOL USE - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,99.911,Variable de sensibilidad
SUTRTPY2,RC-RCVD SUBSTANCE USE TREATMENT - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTRTDRGPY2,RC-RCVD SUB USE TREATMENT FOR DRUG USE - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,2.296,Variable de sensibilidad
SUTRTALCPY2,RC-RCVD SUB USE TREATMENT FOR ALCOHOL USE - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,1.784,Variable de sensibilidad
SUTRTDRALPY2,RC-RCVD SUB USE TREATMENT FOR DRUG AND ALCOHOL USE - PST YR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTRTUNSPPY2,RC-RCVD SUB USE TREATMENT - SUB UNSPECIFIED - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.801,Variable de sensibilidad
SUTRTOSVPY2,RC-RCVD SUB USE TREATMENT OR OTHER SERVICES - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTNEEDPY2,RC-CLASSIFIED AS NEEDING SUBSTANCE USE TREATMENT - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTNEDALCPY2,RC-CLASSIFIED AS NEEDING SUB USE TRMT FOR ALC USE - PST YR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,100.0,Variable de sensibilidad
SUTSKTHPY2,"RC-SOUGHT OR THGHT SHLD GET SUB USE TRT, DIDNT RCV TRT - PY",RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,94.243,Variable de sensibilidad
SUNTCOST2,RC-UNMET PY SUB USE TRT NEED: THOUGHT COST TOO MUCH,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.973,Variable de sensibilidad
SUNTINSCV2,RC-UNMET PY SUB USE TRT NEED: NO HEALTH INSUR COVERAGE,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.913,Variable de sensibilidad
SUNTENCV2,RC-UNMET PY SUB USE TRT NEED: HLTH INSUR DIDNT COVER ENOUGH,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.896,Variable de sensibilidad
SUNTWHER2,RC-UNMET PY SUB USE TRT NEED: DIDNT KNOW WHERE TO GET TRT,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.977,Variable de sensibilidad
SUNTNOFND2,RC-UNMET PY SUB USE TRT NEED: COULDNT FIND PREFERRED PROVIDR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.939,Variable de sensibilidad
SUNTNOOPN2,RC-UNMET PY SUB USE TRT NEED: NO OPENING W/ PREFERRED PROVID,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.911,Variable de sensibilidad
SUNTPROBS2,"RC-UNMET PY SUB USE TRT NEED: PROB W/TRAN, CHLDCARE, APPT TM",RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.96,Variable de sensibilidad
SUNTTIME2,RC-UNMET PY SUB USE TRT NEED: NOT ENOUGH TIME FOR TRT,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.962,Variable de sensibilidad
SUNTPRIV2,RC-UNMET PY SUB USE TRT NEED: WORRIED INFO NOT KEPT PRIVATE,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.962,Variable de sensibilidad
SUNTPTHNK2,RC-UNMET PY SUB USE TRT NEED: WORRIED WHAT PEOPLE THNK/SAY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.981,Variable de sensibilidad
SUNTCONSQ2,RC-UNMET PY SUB USE TRT NEED: THGHT WOULD LOSE JOB/HOME/CHLD,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.964,Variable de sensibilidad
SUNTSTART2,RC-UNMET PY SUB USE TRT NEED: NOT READY TO START TRT,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.964,Variable de sensibilidad
SUNTQUIT2,RC-UNMET PY SUB USE TRT NEED: NOT RDY TO STOP/CUT SUB USE,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.964,Variable de sensibilidad
SUNTHNDL2,RC-UNMET PY SUB USE TRT NEED: THOUGHT COULD HANDLE ON OWN,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.966,Variable de sensibilidad
SUNTFFLKE2,RC-UNMET PY SUB USE TRT NEED: FAM/FRIENDS/RELIG WOULDNT LIKE,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.97,Variable de sensibilidad
SUNTFORCE2,RC-UNMET PY SUB USE TRT NEED: AFRAID TO BE FORCD AGNST WILL,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.96,Variable de sensibilidad
SUNTNOHLP2,RC-UNMET PY SUB USE TRT NEED: DIDN'T THINK TRT WOULD HELP,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.941,Variable de sensibilidad
SUNTCARE2,RC-UNMET PY SUB USE TRT NEED: NO ONE CARE IF YOU GOT BETTER,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,0.956,Variable de sensibilidad
RSKCIGPKD,RISK SMOKING 1 OR MORE PACKS CIGARETTES PER DAY,RISK/AVAILABILITY,Original u otra,98.827,Predictor principal
RSKMRJMON,RISK SMOKING MARIJUANA ONCE A MONTH,RISK/AVAILABILITY,Original u otra,98.581,Predictor principal
RSKMRJWK,RISK SMOKING MARIJUANA ONCE OR TWICE A WEEK,RISK/AVAILABILITY,Original u otra,98.533,Predictor principal
RSKLSDTRY,RISK TRYING LSD ONCE OR TWICE,RISK/AVAILABILITY,Original u otra,97.831,Predictor principal
RSKLSDWK,RISK USING LSD ONCE OR TWICE A WEEK,RISK/AVAILABILITY,Original u otra,97.77,Predictor principal
RSKHERTRY,RISK TRYING HEROIN ONCE OR TWICE,RISK/AVAILABILITY,Original u otra,98.273,Predictor principal
RSKHERWK,RISK USING HEROIN ONCE OR TWICE A WEEK,RISK/AVAILABILITY,Original u otra,98.355,Predictor principal
RSKCOCMON,RISK USING COCAINE ONCE A MONTH,RISK/AVAILABILITY,Original u otra,98.275,Predictor principal
RSKCOCWK,RISK USING COCAINE ONCE OR TWICE A WEEK,RISK/AVAILABILITY,Original u otra,98.317,Predictor principal
RSKBNGDLY,RISK HAVING 4 OR 5 DRINKS NEARLY EVERY DAY,RISK/AVAILABILITY,Original u otra,98.736,Predictor principal
RSKBNGWK,RISK HAVING 5 OR MORE DRINKS ONCE OR TWICE A WEEK,RISK/AVAILABILITY,Original u otra,98.702,Predictor principal
DIFGETMRJ,HOW DIFFICULT TO GET MARIJUANA,RISK/AVAILABILITY,Original u otra,97.839,Predictor principal
DIFGETLSD,HOW DIFFICULT TO GET LSD,RISK/AVAILABILITY,Original u otra,96.465,Predictor principal
DIFGETCOC,HOW DIFFICULT TO GET COCAINE,RISK/AVAILABILITY,Original u otra,96.759,Predictor principal
DIFGETCRK,"HOW DIFFICULT TO GET ""CRACK""",RISK/AVAILABILITY,Original u otra,96.66,Predictor principal
DIFGETHER,HOW DIFFICULT TO GET HEROIN,RISK/AVAILABILITY,Original u otra,96.626,Predictor principal
APPDRGMON,APPROACHED BY SOMEONE SELLING ILL DRUG PST 30 DYS,RISK/AVAILABILITY,Original u otra,99.201,Predictor principal
RSKYFQDGR,GET A REAL KICK OUT OF DOING DANGEROUS THINGS,RISK/AVAILABILITY,Original u otra,98.835,Predictor principal
RSKYFQTES,LIKE TO TEST YOURSELF BY DOING RISKY THINGS,RISK/AVAILABILITY,Original u otra,99.004,Predictor principal
RKFQPBLT,WEAR A SEATBELT WHEN RIDE FRONT PASS SEAT OF CAR,RISK/AVAILABILITY,Original u otra,99.199,Predictor principal
RKFQDBLT,WEAR A SEATBELT WHEN YOU DRIVE A CAR,RISK/AVAILABILITY,Original u otra,99.203,Predictor principal
GRSKCIGPKD,RC-GREAT RISK:  SMOKE 1+ PACKS CIGARETTES PER DAY,RECODED RISK/AVAILABILITY,Recodificada,65.412,Predictor principal
GRSKMRJMON,RC-GREAT RISK:  USE MARIJUANA ONCE A MONTH,RECODED RISK/AVAILABILITY,Recodificada,16.969,Predictor principal
GRSKMRJWK,RC-GREAT RISK:  USE MARIJUANA 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,20.605,Predictor principal
GRSKCOCMON,RC-GREAT RISK:  USE COCAINE ONCE A MONTH,RECODED RISK/AVAILABILITY,Recodificada,63.185,Predictor principal
GRSKCOCWK,RC-GREAT RISK:  USE COCAINE 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,81.439,Predictor principal
GRSKHERTRY,RC-GREAT RISK:  TRYING HEROIN ONCE OR TWICE,RECODED RISK/AVAILABILITY,Recodificada,79.655,Predictor principal
GRSKHERWK,RC-GREAT RISK:  USE HEROIN 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,90.655,Predictor principal
GRSKLSDTRY,RC-GREAT RISK:  TRYING LSD ONCE OR TWICE,RECODED RISK/AVAILABILITY,Recodificada,49.984,Predictor principal
GRSKLSDWK,RC-GREAT RISK:  USE LSD 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,67.158,Predictor principal
GRSKBNGDLY,RC-GREAT RISK:  HAVE 4-5 ALC DRINKS PER DAY,RECODED RISK/AVAILABILITY,Recodificada,68.602,Predictor principal
GRSKBNGWK,RC-GREAT RISK:  HAVE 5+ ALC DRINKS 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,44.771,Predictor principal
DIFOBTMRJ,RC-MARIJUANA FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,71.215,Predictor principal
DIFOBTCOC,RC-COCAINE FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,20.191,Predictor principal
DIFOBTCRK,RC-CRACK FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,14.52,Predictor principal
DIFOBTHER,RC-HEROIN FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,13.007,Predictor principal
DIFOBTLSD,RC-LSD FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,14.068,Predictor principal
APPDRGMON2,RC-APPROACHED BY SOMEONE SELLING DRUGS,RECODED RISK/AVAILABILITY,Recodificada,99.201,Predictor principal
SNYSELL,SOLD ILLEGAL DRUGS,SOCIAL ENVIRONMENT,Original u otra,97.7,Predictor principal
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,SOCIAL ENVIRONMENT,Original u otra,97.71,Predictor principal
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,SOCIAL ENVIRONMENT,Original u otra,97.706,Predictor principal
SNAFLMJTRY,HOW YOU FEEL ABOUT ADULTS TRYING MJ/CANNABIS,SOCIAL ENVIRONMENT,Original u otra,97.0,Predictor principal
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,SOCIAL ENVIRONMENT,Original u otra,96.52,Predictor principal
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,SOCIAL ENVIRONMENT,Original u otra,96.586,Predictor principal
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,SOCIAL ENVIRONMENT,Original u otra,96.56,Predictor principal
DSTNRV30,HOW OFTEN FELT NERVOUS PAST 30 DAYS,ADULT MENTAL HEALTH,Original u otra,97.406,Variable de sensibilidad
DSTHOP30,HOW OFTEN FELT HOPELESS PAST 30 DAYS,ADULT MENTAL HEALTH,Original u otra,97.366,Variable de sensibilidad
DSTRST30,HOW OFTEN FELT RESTLESS/FIDGETY PST 30 DYS,ADULT MENTAL HEALTH,Original u otra,97.366,Variable de sensibilidad
DSTCHR30,HOW OFTEN FELT SAD NOTHING COULD CHEER YOU UP,ADULT MENTAL HEALTH,Original u otra,97.391,Variable de sensibilidad
DSTEFF30,HOW OFT FELT EVERYTHING EFFORT PST 30 DYS,ADULT MENTAL HEALTH,Original u otra,97.152,Variable de sensibilidad
DSTNGD30,HOW OFT FELT DOWN/WTHLSS/NO GOOD PST 30 DYS,ADULT MENTAL HEALTH,Original u otra,97.357,Variable de sensibilidad
DSTWORST,MON IN PST 12 MOS FELT WORSE THAN PST 30 DYS,ADULT MENTAL HEALTH,Original u otra,97.199,Variable de sensibilidad
DSTNRV12,"HOW OFT FELT NERVOUS IN WORST MONTH, PST 12 MOS",ADULT MENTAL HEALTH,Original u otra,32.468,Variable de sensibilidad
DSTHOP12,HOW OFTEN FELT HOPELESS IN WORST MONTH,ADULT MENTAL HEALTH,Original u otra,32.474,Variable de sensibilidad
DSTRST12,HOW OFTEN FELT RESTLESS IN WORST MONTH,ADULT MENTAL HEALTH,Original u otra,32.457,Variable de sensibilidad
DSTCHR12,HOW OFTEN COULDN'T BE CHEERED UP IN WORST MONTH,ADULT MENTAL HEALTH,Original u otra,32.459,Variable de sensibilidad
DSTEFF12,HOW OFT FELT EVERYTHING AN EFFORT IN WORST MON,ADULT MENTAL HEALTH,Original u otra,32.434,Variable de sensibilidad
DSTNGD12,HOW OFTEN FELT NO GOOD IN WORST MONTH,ADULT MENTAL HEALTH,Original u otra,32.459,Variable de sensibilidad
IMPREMEM,DIFFICULTY REMEMBERING ONE MO IN PST 12 MOS,ADULT MENTAL HEALTH,Original u otra,75.456,Variable de sensibilidad
IMPCONCN,DIFFICULTY CONCENTRATING ONE MO IN PST 12 MOS,ADULT MENTAL HEALTH,Original u otra,75.465,Variable de sensibilidad
IMPGOUT,DIFFICULTY GOING OUT ONE MO IN PST 12 MO,ADULT MENTAL HEALTH,Original u otra,75.475,Variable de sensibilidad
IMPGOUTM,EMOTIONAL PROBLEMS KEEP YOU FROM LEAVING HOUSE,ADULT MENTAL HEALTH,Original u otra,2.546,Variable de sensibilidad
IMPPEOP,DIFFICULTY DEALING W STRANGERS ONE MO IN PST 12 M,ADULT MENTAL HEALTH,Original u otra,75.49,Variable de sensibilidad
IMPPEOPM,EMOTIONAL PROBLEMS KEEP YOU FROM DEALING W STRAGR,ADULT MENTAL HEALTH,Original u otra,3.152,Variable de sensibilidad
IMPSOC,DIFFICULTY PARTICIPATE IN SOCIAL ACT 1 MO /12 MO,ADULT MENTAL HEALTH,Original u otra,75.475,Variable de sensibilidad
IMPSOCM,EMOTIONAL PROBS KEEP YOU FROM PART IN SOCIAL,ADULT MENTAL HEALTH,Original u otra,4.592,Variable de sensibilidad
IMPHHLD,DIFFICULTY HOUSE RESPONS ONE MO IN PST 12 MO,ADULT MENTAL HEALTH,Original u otra,75.505,Variable de sensibilidad
IMPHHLDM,EMOTIONL PROBS MAKE KEEP YOU FRM TAKING CARE HOUS,ADULT MENTAL HEALTH,Original u otra,1.307,Variable de sensibilidad
IMPRESP,DIFFICULTY WORK RESPONS ONE MO IN PST 12 MO,ADULT MENTAL HEALTH,Original u otra,75.469,Variable de sensibilidad
IMPRESPM,DID EMOTIONAL PROBS KEEP YOU FROM WORK/SCHOOL,ADULT MENTAL HEALTH,Original u otra,4.763,Variable de sensibilidad
IMPWORK,DIFFICULTY DOING DAILY WORK ONE MO IN PST 12 MO,ADULT MENTAL HEALTH,Original u otra,70.684,Variable de sensibilidad
IMPWEEKS,NUM WEEKS HAVE DIFFICULTIES BECAUSE OF MENTL HLTH,ADULT MENTAL HEALTH,Original u otra,56.23,Variable de sensibilidad
IMPDYFRQ,HOW MANY DAYS IN WEEK DID YOU HAVE DIFFICULTIES,ADULT MENTAL HEALTH,Original u otra,56.058,Variable de sensibilidad
IMPYDAYS,HOW MANY DAY IN PAST YR YOU WERE UNABLE TO WORK,ADULT MENTAL HEALTH,Original u otra,56.868,Variable de sensibilidad
AGADNRVANX,"ADLT: GAD-7 - NERVOUS, ANXIOUS, OR ON EDGE LAST 2 WKS",ADULT MENTAL HEALTH,Original u otra,96.991,Variable de sensibilidad
AGADNTSTOP,ADLT: GAD-7 -NOT ABLE TO STOP OR CONTROL WORRYING LAST 2 WKS,ADULT MENTAL HEALTH,Original u otra,96.96,Variable de sensibilidad
AGADWRYMCH,ADLT: GAD-7 - WORRIED TOO MUCH ABOUT DIFF THINGS LAST 2 WKS,ADULT MENTAL HEALTH,Original u otra,96.964,Variable de sensibilidad
AGADTRBRLX,ADLT: GAD-7 - HAD TROUBLE RELAXING LAST 2 WKS,ADULT MENTAL HEALTH,Original u otra,97.034,Variable de sensibilidad
AGADRSTLSS,ADLT: GAD-7 - HARD TO SIT STILL BECAUSE RESTLESS LAST 2 WKS,ADULT MENTAL HEALTH,Original u otra,97.015,Variable de sensibilidad
AGADANNOY,ADLT: GAD-7 - EASILY ANNOYED OR IRRITABLE LAST 2 WKS,ADULT MENTAL HEALTH,Original u otra,97.004,Variable de sensibilidad
AGADAWFUL,ADLT: GAD-7 - AFRAID SOMETHING AWFUL MIGHT HAPPEN LAST 2 WKS,ADULT MENTAL HEALTH,Original u otra,97.0,Variable de sensibilidad
