variable,modulo,tipo_version,tipo_variable,n_unicos,n_nan,pct_nan,pct_dominante,n_ausencia_documental,tipos_ausencia,pct_ausencia_documental
EDUSKPEST,EDUCATION,Original u otra,Categórica con pocas categorías,9,0,0.0,94.799,2431,No respuesta o ausencia,5.14
EDUSKPMON,EDUCATION,Original u otra,Numérica con rango documentado,25,0,0.0,86.008,2456,No respuesta o ausencia,5.192
ENRLCOLLFT2,RECODED EDUCATION,Recodificada,Categórica con pocas categorías,3,0,0.0,82.695,0,Sin ausencia documental observada,0.0
ENRLCOLLST2,RECODED EDUCATION,Recodificada,Categórica con pocas categorías,5,0,0.0,82.695,0,Sin ausencia documental observada,0.0
ETHEREVER2,RECODED DRUG USE,Recodificada,Binaria,2,7,0.015,99.571,0,Sin ausencia documental observada,0.0
FLTMRKEVER2,RECODED DRUG USE,Recodificada,Binaria,2,7,0.015,96.406,0,Sin ausencia documental observada,0.0
FLVVAPEVR,EMERGING ISSUES,Original u otra,Categórica con pocas categorías,6,0,0.0,88.256,1510,No respuesta o ausencia,3.192
FLVVAPFLAG,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,91.182,0,Sin ausencia documental observada,0.0
FLVVAPMON,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,97.926,0,Sin ausencia documental observada,0.0
FLVVAPREC,EMERGING ISSUES,Original u otra,Categórica con pocas categorías,7,0,0.0,88.256,1510,No respuesta o ausencia,3.192
FLVVAPYR,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,96.516,0,Sin ausencia documental observada,0.0
FPIMFANYYR2,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,98.77,0,Sin ausencia documental observada,0.0
FPIMFNMYR,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,99.584,0,Sin ausencia documental observada,0.0
FTNDDEPND,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,3,249,0.526,86.139,0,Sin ausencia documental observada,0.0
FUALC18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,57.075,0,Sin ausencia documental observada,0.0
FUALC21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,64.91,0,Sin ausencia documental observada,0.0
FUCD218,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,87.97,0,Sin ausencia documental observada,0.0
FUCD221,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,79.205,0,Sin ausencia documental observada,0.0
FUCGR18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,91.987,0,Sin ausencia documental observada,0.0
FUCGR21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,81.879,0,Sin ausencia documental observada,0.0
FUCIG18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,67.843,0,Sin ausencia documental observada,0.0
FUCIG21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,55.02,0,Sin ausencia documental observada,0.0
FUCOC18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,97.015,0,Sin ausencia documental observada,0.0
FUCOC21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,92.727,0,Sin ausencia documental observada,0.0
FUCRK18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.376,0,Sin ausencia documental observada,0.0
FUCRK21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,98.636,0,Sin ausencia documental observada,0.0
FUECSTMO18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,98.116,0,Sin ausencia documental observada,0.0
FUECSTMO21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,95.207,0,Sin ausencia documental observada,0.0
FUHALLUC18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,93.712,0,Sin ausencia documental observada,0.0
FUHALLUC21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,87.408,0,Sin ausencia documental observada,0.0
FUHER18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.562,0,Sin ausencia documental observada,0.0
FUHER21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.011,0,Sin ausencia documental observada,0.0
FUINHAL182,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,93.64,0,Sin ausencia documental observada,0.0
FUINHAL212,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,91.347,0,Sin ausencia documental observada,0.0
FULSD18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,96.036,0,Sin ausencia documental observada,0.0
FULSD21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,92.55,0,Sin ausencia documental observada,0.0
FUMETHAM18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,98.605,0,Sin ausencia documental observada,0.0
FUMETHAM21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,97.285,0,Sin ausencia documental observada,0.0
FUMJ18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,72.173,0,Sin ausencia documental observada,0.0
FUMJ21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,58.693,0,Sin ausencia documental observada,0.0
FUNICVAP18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,91.059,0,Sin ausencia documental observada,0.0
FUNICVAP21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,83.94,0,Sin ausencia documental observada,0.0
FUPCP18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.345,0,Sin ausencia documental observada,0.0
FUPCP21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,98.848,0,Sin ausencia documental observada,0.0
FUPNRNM18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.987,0,Sin ausencia documental observada,0.0
FUPNRNM21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.915,0,Sin ausencia documental observada,0.0
FUSEDNM21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.996,0,Sin ausencia documental observada,0.0
FUSMKLSS18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,93.575,0,Sin ausencia documental observada,0.0
FUSMKLSS21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,89.653,0,Sin ausencia documental observada,0.0
FUSTMNM18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.992,0,Sin ausencia documental observada,0.0
FUSTMNM21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.93,0,Sin ausencia documental observada,0.0
FUTRQNM18,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.998,0,Sin ausencia documental observada,0.0
FUTRQNM21,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.968,0,Sin ausencia documental observada,0.0
GASEVER2,RECODED DRUG USE,Recodificada,Binaria,2,2,0.004,98.742,0,Sin ausencia documental observada,0.0
GHBFLAG,RECODED SPECIAL DRUGS,Recodificada,Binaria,2,0,0.0,99.436,0,Sin ausencia documental observada,0.0
GHBMON,RECODED SPECIAL DRUGS,Recodificada,Binaria,2,0,0.0,99.951,0,Sin ausencia documental observada,0.0
GHBYR,RECODED SPECIAL DRUGS,Recodificada,Binaria,2,0,0.0,99.915,0,Sin ausencia documental observada,0.0
GLUEEVER2,RECODED DRUG USE,Recodificada,Binaria,2,3,0.006,98.731,0,Sin ausencia documental observada,0.0
GOVTPROG,RECODED INCOME,Recodificada,Binaria,2,0,0.0,77.987,0,Sin ausencia documental observada,0.0
GRPHLTIN,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,48.229,2015,No respuesta o ausencia,4.26
GRSKBNGDLY,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,598,1.264,68.602,0,Sin ausencia documental observada,0.0
GRSKBNGWK,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,614,1.298,53.931,0,Sin ausencia documental observada,0.0
GRSKCIGPKD,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,555,1.173,65.412,0,Sin ausencia documental observada,0.0
GRSKCOCMON,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,816,1.725,63.185,0,Sin ausencia documental observada,0.0
GRSKCOCWK,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,796,1.683,81.439,0,Sin ausencia documental observada,0.0
GRSKHERTRY,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,817,1.727,79.655,0,Sin ausencia documental observada,0.0
GRSKHERWK,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,778,1.645,90.655,0,Sin ausencia documental observada,0.0
GRSKLSDTRY,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,1026,2.169,49.984,0,Sin ausencia documental observada,0.0
GRSKLSDWK,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,1055,2.23,67.158,0,Sin ausencia documental observada,0.0
GRSKMRJMON,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,671,1.419,81.613,0,Sin ausencia documental observada,0.0
GRSKMRJWK,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,694,1.467,77.928,0,Sin ausencia documental observada,0.0
HALLAGLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,73,0,0.0,79.991,457,No respuesta o ausencia,0.966
HALLMOLST,PRIOR SUBSTANCE USE,Original u otra,Categórica con número moderado de categorías,19,0,0.0,79.991,1043,No respuesta o ausencia,2.205
HALLNDAYPM,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,5,0,0.0,98.643,0,Sin ausencia documental observada,0.0
HALLNDAYYR,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,6,0,0.0,94.955,0,Sin ausencia documental observada,0.0
HALLUCFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,80.179,0,Sin ausencia documental observada,0.0
HALLUCMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,98.643,0,Sin ausencia documental observada,0.0
HALLUCYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,94.955,0,Sin ausencia documental observada,0.0
HALLYRLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,10,0,0.0,79.991,967,No respuesta o ausencia,2.044
HEALTH,DEMOGRAPHICS,Original u otra,Categórica con pocas categorías,7,0,0.0,36.32,25,No respuesta o ausencia,0.053
HEALTH2,RECODED DEMOGRAPHICS,Recodificada,Categórica con pocas categorías,4,25,0.053,36.32,0,Sin ausencia documental observada,0.0
HEPBCAGE,HEALTH,Original u otra,Numérica con rango documentado,72,0,0.0,96.201,1337,No respuesta o ausencia,2.827
HEPBCEVER2,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,96.201,1325,No respuesta o ausencia,2.801
HERAGLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,56,0,0.0,97.488,64,No respuesta o ausencia,0.135
HERFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,97.499,0,Sin ausencia documental observada,0.0
HERMDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,5,0,0.0,99.846,0,Sin ausencia documental observada,0.0
HERMLU,PRIOR SUBSTANCE USE,Original u otra,Categórica con número moderado de categorías,19,0,0.0,97.488,178,No respuesta o ausencia,0.376
HERMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.846,0,Sin ausencia documental observada,0.0
HERNEDEVER,RECODED SPECIAL DRUGS,Recodificada,Binaria,2,10,0.021,98.717,0,Sin ausencia documental observada,0.0
HERRXOPYR,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,4,0,0.0,96.953,0,Sin ausencia documental observada,0.0
HERSMOEVER,RECODED SPECIAL DRUGS,Recodificada,Binaria,2,11,0.023,98.677,0,Sin ausencia documental observada,0.0
HERSNIEVER,RECODED SPECIAL DRUGS,Recodificada,Binaria,2,11,0.023,98.188,0,Sin ausencia documental observada,0.0
HERYDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,6,0,0.0,99.721,0,Sin ausencia documental observada,0.0
HERYLU,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,10,0,0.0,97.488,177,No respuesta o ausencia,0.374
HERYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.721,0,Sin ausencia documental observada,0.0
HIGHBPAGE,HEALTH,Original u otra,Numérica con rango documentado,93,0,0.0,86.532,1436,No respuesta o ausencia,3.036
HIGHBPEVR2,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,83.414,1326,No respuesta o ausencia,2.803
HIGHBPMED,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,83.414,1333,No respuesta o ausencia,2.818
HIVAIDSAG,HEALTH,Original u otra,Numérica con rango documentado,40,0,0.0,96.926,1331,No respuesta o ausencia,2.814
HIVAIDSEV2,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,96.926,1326,No respuesta o ausencia,2.803
HLCALL99,RECODED HEALTH INSURANCE,Recodificada,Binaria,2,0,0.0,99.962,47281,No respuesta o ausencia,99.962
HLCLAST,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,9,0,0.0,85.194,2154,No respuesta o ausencia,4.554
HLCNOTMO,HEALTH INSURANCE,Original u otra,Numérica con rango documentado,16,0,0.0,90.15,2161,No respuesta o ausencia,4.569
HLCNOTYR,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,7,0,0.0,79.68,2131,No respuesta o ausencia,4.505
HLLOSRSN,HEALTH INSURANCE,Original u otra,Categórica con número moderado de categorías,17,0,0.0,87.526,2202,No respuesta o ausencia,4.655
HLNVCOST,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,93.211,2118,No respuesta o ausencia,4.478
HLNVNEED,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,93.211,2118,No respuesta o ausencia,4.478
HLNVOFFR,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,93.211,2118,No respuesta o ausencia,4.478
HLNVREF,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,93.211,2118,No respuesta o ausencia,4.478
HLNVSOR,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,93.211,2118,No respuesta o ausencia,4.478
HLTINALC,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,39.261,8278,No respuesta o ausencia,17.501
HLTINDRG,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,39.261,8213,No respuesta o ausencia,17.364
HLTINMNT,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,42.381,4910,No respuesta o ausencia,10.381
HLTINNOS,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,83.581,1665,No respuesta o ausencia,3.52
HPALCAMT2,HEALTH,Original u otra,Categórica con pocas categorías,8,0,0.0,26.373,1148,No respuesta o ausencia,2.427
HPALCCUT2,HEALTH,Original u otra,Categórica con pocas categorías,8,0,0.0,50.614,1148,No respuesta o ausencia,2.427
HPALCFRQ2,HEALTH,Original u otra,Categórica con pocas categorías,9,0,0.0,26.286,1145,No respuesta o ausencia,2.421
HPALCNOT2,HEALTH,Original u otra,Categórica con pocas categorías,8,0,0.0,32.485,1148,No respuesta o ausencia,2.427
HPALCPRB2,HEALTH,Original u otra,Categórica con pocas categorías,8,0,0.0,45.978,1148,No respuesta o ausencia,2.427
HPALCTX2,HEALTH,Original u otra,Categórica con pocas categorías,8,0,0.0,51.255,1148,No respuesta o ausencia,2.427
HPDRGTALK,HEALTH,Original u otra,Categórica con pocas categorías,9,0,0.0,44.517,630,No respuesta o ausencia,1.332
HPQTTOB,HEALTH,Original u otra,Categórica con pocas categorías,9,0,0.0,42.398,459,No respuesta o ausencia,0.97
HPUSEALC,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,52.908,1311,No respuesta o ausencia,2.772
HPUSEDRG,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,45.449,1349,No respuesta o ausencia,2.852
HPUSETOB,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,52.961,1316,No respuesta o ausencia,2.782
HRTCONDAG,HEALTH,Original u otra,Numérica con rango documentado,96,0,0.0,89.613,1390,No respuesta o ausencia,2.939
HRTCONDEV2,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,89.613,1322,No respuesta o ausencia,2.795
HRTCONDYR,HEALTH,Original u otra,Categórica con pocas categorías,8,0,0.0,89.613,1340,No respuesta o ausencia,2.833
HTANSWER,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,93.021,1383,No respuesta o ausencia,2.924
HTINCHE2,HEALTH,Original u otra,Numérica con rango documentado,25,0,0.0,8.385,1689,No respuesta o ausencia,3.571
HVYDRKMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,93.886,0,Sin ausencia documental observada,0.0
IINPCOLDREC,IMPUTED SPECIAL DRUGS,Imputada,Categórica con pocas categorías,3,0,0.0,99.165,0,Sin ausencia documental observada,0.0
ILIMFOTHFG,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,61.067,0,Sin ausencia documental observada,0.0
ILIMFOTHMN,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,75.835,0,Sin ausencia documental observada,0.0
ILIMFOTHYR,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,63.553,0,Sin ausencia documental observada,0.0
ILLALCFLG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,85.272,0,Sin ausencia documental observada,0.0
ILLALCMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,57.251,0,Sin ausencia documental observada,0.0
ILLANDALC,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,73.393,0,Sin ausencia documental observada,0.0
ILLEMFLAG2,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,68.701,0,Sin ausencia documental observada,0.0
ILLEMMON2,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,96.042,0,Sin ausencia documental observada,0.0
ILLEMYR2,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,89.203,0,Sin ausencia documental observada,0.0
ILLFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,56.64,0,Sin ausencia documental observada,0.0
ILLMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,79.027,0,Sin ausencia documental observada,0.0
ILLORALC,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,72.369,0,Sin ausencia documental observada,0.0
ILLYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,68.767,0,Sin ausencia documental observada,0.0
ILTOBALCFG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,86.881,0,Sin ausencia documental observada,0.0
ILTOBALCMN,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,61.644,0,Sin ausencia documental observada,0.0
ILTOBALCYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,75.179,0,Sin ausencia documental observada,0.0
ILTOBVAPALC,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,63.688,0,Sin ausencia documental observada,0.0
IMFEVER,EMERGING ISSUES,Original u otra,Categórica con pocas categorías,6,0,0.0,96.059,1480,No respuesta o ausencia,3.129
IMFFLAG,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,99.148,0,Sin ausencia documental observada,0.0
IMFMON,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,99.808,0,Sin ausencia documental observada,0.0
IMFNDLEVER,EMERGING ISSUES,Original u otra,Categórica con pocas categorías,6,0,0.0,96.059,1482,No respuesta o ausencia,3.133
IMFNEDFLAG,RECODED EMERGING ISSUES,Recodificada,Binaria,2,26,0.055,99.622,0,Sin ausencia documental observada,0.0
IMFYR,RECODED EMERGING ISSUES,Recodificada,Binaria,2,0,0.0,99.672,0,Sin ausencia documental observada,0.0
INCOME,RECODED INCOME,Recodificada,Categórica con pocas categorías,4,0,0.0,42.95,0,Sin ausencia documental observada,0.0
INHALFLAG2,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,88.867,0,Sin ausencia documental observada,0.0
INHALMON2,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.533,0,Sin ausencia documental observada,0.0
INHALYR2,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,98.786,0,Sin ausencia documental observada,0.0
INHLAGLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,74,0,0.0,88.742,423,No respuesta o ausencia,0.894
INHLMOLST,PRIOR SUBSTANCE USE,Original u otra,Categórica con número moderado de categorías,19,0,0.0,88.742,839,No respuesta o ausencia,1.774
INHLYRLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,10,0,0.0,88.742,819,No respuesta o ausencia,1.732
INHNDAYPM2,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,5,0,0.0,99.533,0,Sin ausencia documental observada,0.0
INHNDAYYR2,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,6,0,0.0,98.786,0,Sin ausencia documental observada,0.0
INHOSPYR,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,90.668,978,No respuesta o ausencia,2.068
IRCHMPUS,IMPUTED HEALTH INSURANCE,Imputada,Binaria,2,0,0.0,95.822,0,Sin ausencia documental observada,0.0
IREDUHIGHST2,IMPUTED DEMOGRAPHICS,Imputada,Categórica con número moderado de categorías,11,0,0.0,33.745,0,Sin ausencia documental observada,0.0
IRFAMIN3,IMPUTED INCOME,Imputada,Categórica con pocas categorías,7,0,0.0,42.95,0,Sin ausencia documental observada,0.0
IRFAMPMT,IMPUTED INCOME,Imputada,Binaria,2,0,0.0,98.33,0,Sin ausencia documental observada,0.0
IRFAMSOC,IMPUTED INCOME,Imputada,Binaria,2,0,0.0,80.148,0,Sin ausencia documental observada,0.0
IRFAMSSI,IMPUTED INCOME,Imputada,Binaria,2,0,0.0,92.816,0,Sin ausencia documental observada,0.0
IRFAMSVC,IMPUTED INCOME,Imputada,Binaria,2,0,0.0,97.125,0,Sin ausencia documental observada,0.0
IRFLVVAPREC,IMPUTED EMERGING ISSUES,Imputada,Categórica con pocas categorías,4,0,0.0,91.182,0,Sin ausencia documental observada,0.0
IRFSTAMP,IMPUTED INCOME,Imputada,Binaria,2,0,0.0,82.093,0,Sin ausencia documental observada,0.0
IRGHBREC,IMPUTED SPECIAL DRUGS,Imputada,Categórica con pocas categorías,4,0,0.0,99.436,0,Sin ausencia documental observada,0.0
IRHH65_2,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,Categórica con pocas categorías,3,0,0.0,80.234,0,Sin ausencia documental observada,0.0
IRHHSIZ2,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,Categórica con pocas categorías,6,0,0.0,29.324,0,Sin ausencia documental observada,0.0
IRIMFREC,IMPUTED EMERGING ISSUES,Imputada,Categórica con pocas categorías,4,0,0.0,99.148,0,Sin ausencia documental observada,0.0
IRINSUR4,RECODED HEALTH INSURANCE,Recodificada,Binaria,2,0,0.0,88.869,0,Sin ausencia documental observada,0.0
IRKI17_2,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,Categórica con pocas categorías,4,0,0.0,61.572,0,Sin ausencia documental observada,0.0
IRKRATREC,IMPUTED EMERGING ISSUES,Imputada,Categórica con pocas categorías,4,0,0.0,97.562,0,Sin ausencia documental observada,0.0
IRMARIT,IMPUTED DEMOGRAPHICS,Imputada,Categórica con pocas categorías,4,0,0.0,47.32,0,Sin ausencia documental observada,0.0
IRMCDCHP,IMPUTED HEALTH INSURANCE,Imputada,Binaria,2,0,0.0,77.348,0,Sin ausencia documental observada,0.0
IRMEDICR,IMPUTED HEALTH INSURANCE,Imputada,Binaria,2,0,0.0,85.78,0,Sin ausencia documental observada,0.0
IRNPCOLDREC,IMPUTED SPECIAL DRUGS,Imputada,Categórica con pocas categorías,4,0,0.0,95.698,0,Sin ausencia documental observada,0.0
IROTHHLT,IMPUTED HEALTH INSURANCE,Imputada,Categórica con pocas categorías,3,0,0.0,86.266,0,Sin ausencia documental observada,0.0
IRPINC3,IMPUTED INCOME,Imputada,Categórica con pocas categorías,7,0,0.0,23.383,0,Sin ausencia documental observada,0.0
IRPMNICDEP,IMPUTED NICOTINE DEPENDENCE,Imputada,Binaria,2,0,0.0,92.059,0,Sin ausencia documental observada,0.0
IRPRVHLT,IMPUTED HEALTH INSURANCE,Imputada,Binaria,2,0,0.0,58.999,0,Sin ausencia documental observada,0.0
IRPYSEV5ALC,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,87.909,0,Sin ausencia documental observada,0.0
IRPYSEV5COC,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.408,0,Sin ausencia documental observada,0.0
IRPYSEV5HAL,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.763,0,Sin ausencia documental observada,0.0
IRPYSEV5HER,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.751,0,Sin ausencia documental observada,0.0
IRPYSEV5INH,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.854,0,Sin ausencia documental observada,0.0
IRPYSEV5MRJ,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,89.905,0,Sin ausencia documental observada,0.0
IRPYSEV5MTH,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.218,0,Sin ausencia documental observada,0.0
IRPYUD5ALC,IMPUTED SUBSTANCE USE DISORDER,Imputada,Binaria,2,0,0.0,87.909,0,Sin ausencia documental observada,0.0
IRPYUD5COC,IMPUTED SUBSTANCE USE DISORDER,Imputada,Binaria,2,0,0.0,99.408,0,Sin ausencia documental observada,0.0
IRPYUD5HAL,IMPUTED SUBSTANCE USE DISORDER,Imputada,Binaria,2,0,0.0,99.763,0,Sin ausencia documental observada,0.0
IRPYUD5HER,IMPUTED SUBSTANCE USE DISORDER,Imputada,Binaria,2,0,0.0,99.751,0,Sin ausencia documental observada,0.0
IRPYUD5INH,IMPUTED SUBSTANCE USE DISORDER,Imputada,Binaria,2,0,0.0,99.854,0,Sin ausencia documental observada,0.0
IRPYUD5MRJ,IMPUTED SUBSTANCE USE DISORDER,Imputada,Binaria,2,0,0.0,89.905,0,Sin ausencia documental observada,0.0
IRPYUD5MTH,IMPUTED SUBSTANCE USE DISORDER,Imputada,Binaria,2,0,0.0,99.218,0,Sin ausencia documental observada,0.0
IRSEVPNRMIS,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.209,0,Sin ausencia documental observada,0.0
IRSEVPNRUNM2,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.133,0,Sin ausencia documental observada,0.0
IRSEVSEDMIS,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.899,0,Sin ausencia documental observada,0.0
IRSEVSEDUNM,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.763,0,Sin ausencia documental observada,0.0
IRSEVSTMMIS,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.624,0,Sin ausencia documental observada,0.0
IRSEVSTMUNM,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.431,0,Sin ausencia documental observada,0.0
IRSEVTRQMIS,IMPUTED SUBSTANCE USE DISORDER,Imputada,Categórica con pocas categorías,4,0,0.0,99.668,0,Sin ausencia documental observada,0.0
