variable,nombre,modulo,tipo_version,n_unicos,pct_nan,tipo_entrada
RSKCOCMON,RISK USING COCAINE ONCE A MONTH,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RSKCOCWK,RISK USING COCAINE ONCE OR TWICE A WEEK,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RSKBNGDLY,RISK HAVING 4 OR 5 DRINKS NEARLY EVERY DAY,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RSKBNGWK,RISK HAVING 5 OR MORE DRINKS ONCE OR TWICE A WEEK,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
DIFGETMRJ,HOW DIFFICULT TO GET MARIJUANA,RISK/AVAILABILITY,Original u otra,9,0.0,Categórica
DIFGETLSD,HOW DIFFICULT TO GET LSD,RISK/AVAILABILITY,Original u otra,9,0.0,Categórica
DIFGETCOC,HOW DIFFICULT TO GET COCAINE,RISK/AVAILABILITY,Original u otra,9,0.0,Categórica
DIFGETCRK,"HOW DIFFICULT TO GET ""CRACK""",RISK/AVAILABILITY,Original u otra,9,0.0,Categórica
DIFGETHER,HOW DIFFICULT TO GET HEROIN,RISK/AVAILABILITY,Original u otra,9,0.0,Categórica
APPDRGMON,APPROACHED BY SOMEONE SELLING ILL DRUG PST 30 DYS,RISK/AVAILABILITY,Original u otra,6,0.0,Categórica
RSKYFQDGR,GET A REAL KICK OUT OF DOING DANGEROUS THINGS,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RSKYFQTES,LIKE TO TEST YOURSELF BY DOING RISKY THINGS,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RKFQPBLT,WEAR A SEATBELT WHEN RIDE FRONT PASS SEAT OF CAR,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RKFQDBLT,WEAR A SEATBELT WHEN YOU DRIVE A CAR,RISK/AVAILABILITY,Original u otra,9,0.0,Categórica
GRSKCIGPKD,RC-GREAT RISK:  SMOKE 1+ PACKS CIGARETTES PER DAY,RECODED RISK/AVAILABILITY,Recodificada,2,1.173,Categórica
GRSKMRJMON,RC-GREAT RISK:  USE MARIJUANA ONCE A MONTH,RECODED RISK/AVAILABILITY,Recodificada,2,1.419,Categórica
GRSKMRJWK,RC-GREAT RISK:  USE MARIJUANA 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,2,1.467,Categórica
GRSKCOCMON,RC-GREAT RISK:  USE COCAINE ONCE A MONTH,RECODED RISK/AVAILABILITY,Recodificada,2,1.725,Categórica
GRSKCOCWK,RC-GREAT RISK:  USE COCAINE 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,2,1.683,Categórica
GRSKHERTRY,RC-GREAT RISK:  TRYING HEROIN ONCE OR TWICE,RECODED RISK/AVAILABILITY,Recodificada,2,1.727,Categórica
GRSKHERWK,RC-GREAT RISK:  USE HEROIN 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,2,1.645,Categórica
GRSKLSDTRY,RC-GREAT RISK:  TRYING LSD ONCE OR TWICE,RECODED RISK/AVAILABILITY,Recodificada,2,2.169,Categórica
GRSKLSDWK,RC-GREAT RISK:  USE LSD 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,2,2.23,Categórica
GRSKBNGDLY,RC-GREAT RISK:  HAVE 4-5 ALC DRINKS PER DAY,RECODED RISK/AVAILABILITY,Recodificada,2,1.264,Categórica
GRSKBNGWK,RC-GREAT RISK:  HAVE 5+ ALC DRINKS 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,2,1.298,Categórica
DIFOBTMRJ,RC-MARIJUANA FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,2,2.161,Categórica
DIFOBTCOC,RC-COCAINE FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,2,3.241,Categórica
DIFOBTCRK,RC-CRACK FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,2,3.34,Categórica
DIFOBTHER,RC-HEROIN FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,2,3.374,Categórica
DIFOBTLSD,RC-LSD FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,2,3.535,Categórica
APPDRGMON2,RC-APPROACHED BY SOMEONE SELLING DRUGS,RECODED RISK/AVAILABILITY,Recodificada,2,0.799,Categórica
SNYSELL,SOLD ILLEGAL DRUGS,SOCIAL ENVIRONMENT,Original u otra,9,0.0,Categórica
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,SOCIAL ENVIRONMENT,Original u otra,9,0.0,Categórica
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,SOCIAL ENVIRONMENT,Original u otra,9,0.0,Categórica
SNAFLMJTRY,HOW YOU FEEL ABOUT ADULTS TRYING MJ/CANNABIS,SOCIAL ENVIRONMENT,Original u otra,9,0.0,Categórica
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,SOCIAL ENVIRONMENT,Original u otra,8,0.0,Categórica
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,SOCIAL ENVIRONMENT,Original u otra,8,0.0,Categórica
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,SOCIAL ENVIRONMENT,Original u otra,8,0.0,Categórica
PREGSTAT,CURRENTLY PREGNANT (FEMALES AGED 12-50),HEALTH,Original u otra,7,0.0,Categórica
HTANSWER,PREFERRED WAY TO REPORT HEIGHT,HEALTH,Original u otra,6,0.0,Categórica
HTINCHE2,HEIGHT IN INCHES WITHOUT SHOES - RECODE,HEALTH,Original u otra,25,0.0,Numérica
WTANSWER,PREFERRED WAY TO REPORT WEIGHT,HEALTH,Original u otra,6,0.0,Categórica
WTPOUND2,WEIGHT IN POUNDS - RECODE,HEALTH,Original u otra,225,0.0,Numérica
NMERTMT2,# OF TIMES BEEN TREATED IN EMER ROOM PAST 12 MOS,HEALTH,Original u otra,31,0.0,Numérica
INHOSPYR,STAYED OVERNIGHT AS INPNT IN HOSP PAST 12 MOS,HEALTH,Original u otra,6,0.0,Categórica
NMNGTHS2,# NIGHTS STAYED IN HOSPITAL OVERNIGHT OR LONGER,HEALTH,Original u otra,36,0.0,Numérica
NMVSOPT2,# OUTPATIENT VISITS PAST 12 MOS - RECODE,HEALTH,Original u otra,24,0.0,Numérica
NMVSOEST,# TIMES VISITED DR ABOUT OWN HEALTH PST YR,HEALTH,Original u otra,13,0.0,Categórica
TELEAPTYR,TALK TO DOC ABOUT HEALTH OVER PHONE/EMAIL/VIDEO PST 12 MOS,HEALTH,Original u otra,6,0.0,Categórica
HPUSETOB,HEALTH PROF ASKED PST 12 MOS: TOBACCO USE,HEALTH,Original u otra,7,0.0,Categórica
HPUSEALC,HEALTH PROF ASKED PST 12 MOS: ALCOHOL USE,HEALTH,Original u otra,7,0.0,Categórica
HPUSEDRG,HEALTH PROF ASKED PST 12 MOS: DRUG USE,HEALTH,Original u otra,7,0.0,Categórica
HPQTTOB,HEALTH PROF ADVISED YOU TO QUIT TOBACCO USE,HEALTH,Original u otra,9,0.0,Categórica
HPALCAMT2,DOCTOR ASKED HOW MUCH YOU DRINK,HEALTH,Original u otra,8,0.0,Categórica
HPALCFRQ2,DOCTOR ASKED HOW OFTEN YOU DRINK,HEALTH,Original u otra,9,0.0,Categórica
HPALCPRB2,DOCTOR ASKED IF ANY DRINKING PROBS,HEALTH,Original u otra,8,0.0,Categórica
HPALCCUT2,DOCTOR ADVISED YOU TO CUT DOWN ON DRINKING,HEALTH,Original u otra,8,0.0,Categórica
HPALCTX2,DOCTOR OFFERED INFO ABOUT ALCOHOL TREATMT,HEALTH,Original u otra,8,0.0,Categórica
HPALCNOT2,DOCTOR DIDNT DISCUSS MY ALCOHOL USE WITH ME,HEALTH,Original u otra,8,0.0,Categórica
HPDRGTALK,HEALTH PROF DISCUSSED MY DRUG USE WITH ME,HEALTH,Original u otra,9,0.0,Categórica
HRTCONDEV2,EVER TOLD HAD HEART CONDITION,HEALTH,Original u otra,6,0.0,Categórica
DIABETEVR2,EVER TOLD HAD DIABETES/SUGAR DIABETES,HEALTH,Original u otra,6,0.0,Categórica
COPDEVER2,EVER TOLD HAD CHRONIC BRONCHITIS OR COPD,HEALTH,Original u otra,6,0.0,Categórica
CIRROSEVR2,EVER TOLD HAD CIRRHOSIS OF THE LIVER,HEALTH,Original u otra,6,0.0,Categórica
HEPBCEVER2,EVER TOLD HAD HEPATITIS B OR C,HEALTH,Original u otra,6,0.0,Categórica
KIDNYDSEV2,EVER TOLD HAD KIDNEY DISEASE,HEALTH,Original u otra,6,0.0,Categórica
ASTHMAEVR2,EVER TOLD HAD ASTHMA,HEALTH,Original u otra,6,0.0,Categórica
HIVAIDSEV2,EVER TOLD HAD HIV OR AIDS,HEALTH,Original u otra,6,0.0,Categórica
CANCEREVR2,EVER TOLD HAD CANCER,HEALTH,Original u otra,6,0.0,Categórica
HIGHBPEVR2,EVER TOLD HAD HIGH BLOOD PRESSURE,HEALTH,Original u otra,6,0.0,Categórica
NONABOVEV2,NEVER HAD ANY OF THESE CONDITIONS,HEALTH,Original u otra,6,0.0,Categórica
CABLADDER,TYPE OF CANCER: BLADDER,HEALTH,Original u otra,7,0.0,Categórica
CABLOLEULYM,TYPE OF CANCER: BLOOD/LEUKEMIA/LYMPHOMA,HEALTH,Original u otra,7,0.0,Categórica
CAOTHER2,TYPE OF CANCER: OTHER,HEALTH,Original u otra,7,0.0,Categórica
CABREAST,TYPE OF CANCER: BREAST,HEALTH,Original u otra,7,0.0,Categórica
CACERVIX,TYPE OF CANCER: CERVIX (FEMALES ONLY),HEALTH,Original u otra,7,0.0,Categórica
CACOLNRECT,TYPE OF CANCER: COLON/RECTUM,HEALTH,Original u otra,7,0.0,Categórica
CAESOPSTOM,TYPE OF CANCER: ESOPHAGUS/STOMACH,HEALTH,Original u otra,7,0.0,Categórica
CAGALLIVPAN,TYPE OF CANCER: GALLBLADDER/LIVER/PANCREAS,HEALTH,Original u otra,7,0.0,Categórica
CAKIDNEY,TYPE OF CANCER: KIDNEY,HEALTH,Original u otra,7,0.0,Categórica
CALARYLUNG,TYPE OF CANCER: LARYNX/WINDPIPE/LUNG,HEALTH,Original u otra,7,0.0,Categórica
CAMELANOM,TYPE OF CANCER: MELANOMA,HEALTH,Original u otra,7,0.0,Categórica
CAMOUTTHRO,TYPE OF CANCER: MOUTH/TONGUE/LIP/THROAT/PHARYNX,HEALTH,Original u otra,7,0.0,Categórica
CAOVARY,TYPE OF CANCER: OVARY (FEMALES ONLY),HEALTH,Original u otra,7,0.0,Categórica
CAPROSTEST,TYPE OF CANCER: PROSTATE/TESTIS (MALES ONLY),HEALTH,Original u otra,7,0.0,Categórica
CASKINOTH,TYPE OF CANCER: SKIN (NOT MELANOMA),HEALTH,Original u otra,7,0.0,Categórica
CASKINDK,TYPE OF CANCER: SKIN DON'T KNOW WHICH KIND,HEALTH,Original u otra,7,0.0,Categórica
CATHYROID,TYPE OF CANCER: THYROID,HEALTH,Original u otra,7,0.0,Categórica
CAUTERUS,TYPE OF CANCER: UTERUS (FEMALES ONLY),HEALTH,Original u otra,7,0.0,Categórica
CANCERYR,HAD ANY CANCER PAST 12 MONTHS,HEALTH,Original u otra,9,0.0,Categórica
HRTCONDAG,AGE HEART CONDITION 1ST DIAGNOSED,HEALTH,Original u otra,96,0.0,Numérica
HRTCONDYR,HAD HEART CONDITION PAST 12 MONTHS,HEALTH,Original u otra,8,0.0,Categórica
DIABETEAG,AGE DIABETES 1ST DIAGNOSED,HEALTH,Original u otra,90,0.0,Numérica
COPDAGE,AGE COPD 1ST DIAGNOSED,HEALTH,Original u otra,90,0.0,Numérica
CIRROSAGE,AGE CIRRHOSIS 1ST DIAGNOSED,HEALTH,Original u otra,59,0.0,Numérica
HEPBCAGE,AGE HEPATITIS 1ST DIAGNOSED,HEALTH,Original u otra,72,0.0,Numérica
KIDNYDSAG,AGE KIDNEY DISEASE 1ST DIAGNOSED,HEALTH,Original u otra,91,0.0,Numérica
ASTHMAAGE,AGE ASTHMA 1ST DIAGNOSED,HEALTH,Original u otra,85,0.0,Numérica
ASTHMANOW,STILL HAVE ASTHMA,HEALTH,Original u otra,7,0.0,Categórica
HIVAIDSAG,AGE 1ST FOUND OUT HAD HIV/AIDS,HEALTH,Original u otra,40,0.0,Numérica
HIGHBPMED,TAKING MEDS FOR HIGH BLOOD PRESSURE,HEALTH,Original u otra,7,0.0,Categórica
HIGHBPAGE,AGE WHEN HIGH BLOOD PRESSURE 1ST DIAGNOSED,HEALTH,Original u otra,93,0.0,Numérica
PREGST,RC-PREGNANCY STATUS OF FEMALES AGED 12-50,RECODED HEALTH,Recodificada,3,0.808,Categórica
BMI2,RC-BODY MASS INDEX (BMI),RECODED HEALTH,Recodificada,3067,4.757,Numérica
TELEAPTYR2,RC-TALK TO DOC ABOUT VIRTUAL SERVICE TREATMENT-PAST YEAR,RECODED HEALTH,Recodificada,2,2.171,Categórica
CASUPROB,THINK EVER HAD PROBLEM WITH OWN DRUG OR ALCOHOL USE,EMERGING ISSUES,Original u otra,6,0.0,Categórica
CASURCVR,THINK IN RECOVERY FROM DRUG OR ALCOHOL PROBLEM,EMERGING ISSUES,Original u otra,7,0.0,Categórica
CAMHPROB,THINK EVER HAD PROBLEM WITH OWN MENTAL HEALTH,EMERGING ISSUES,Original u otra,6,0.0,Categórica
CAMHRCVR,THINK IN RECOVERY FROM MENTAL HEALTH PROBLEM,EMERGING ISSUES,Original u otra,7,0.0,Categórica
KRATEVER,EVER USED KRATOM,EMERGING ISSUES,Original u otra,6,0.0,Categórica
KRATREC,TIME SINCE LAST USED KRATOM,EMERGING ISSUES,Original u otra,7,0.0,Categórica
FLVVAPEVR,EVER VAPED ONLY FLAVORING WITHOUT NICOTINE/SUBSTANCE,EMERGING ISSUES,Original u otra,6,0.0,Categórica
FLVVAPREC,TIME SINCE LAST VAPED ONLY FLAVORING,EMERGING ISSUES,Original u otra,7,0.0,Categórica
SYNMRJEVR,EVER USED SYNTHETIC MARIJUANA,EMERGING ISSUES,Original u otra,6,0.0,Categórica
SYNMRJREC,TIME SINCE LAST USED SYNTHETIC MARIJUANA,EMERGING ISSUES,Original u otra,7,0.0,Categórica
SYNSTMEVR,EVER USED SYNTHETIC STIMULANTS,EMERGING ISSUES,Original u otra,6,0.0,Categórica
SYNSTMREC,TIME SINCE LAST USED SYNTHETIC STIMULANTS,EMERGING ISSUES,Original u otra,7,0.0,Categórica
IMFEVER,EVER USED ILLEGALLY MADE FENTANYL,EMERGING ISSUES,Original u otra,6,0.0,Categórica
IMFNDLEVER,EVER INJECTED ILLEGALLY MADE FENTANYL WITH NEEDLE,EMERGING ISSUES,Original u otra,6,0.0,Categórica
IRKRATREC,KRATOM RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,Imputada,4,0.0,Categórica
IRFLVVAPREC,ONLY FLAVORING VAPING RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,Imputada,4,0.0,Categórica
IRSYNMRJREC,SYNTHETIC MARIJUANA RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,Imputada,4,0.0,Categórica
IRSYNSTMREC,SYNTHETIC STIMULANTS RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,Imputada,4,0.0,Categórica
IRIMFREC,ILLEGALLY MADE FENTANYL RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,Imputada,4,0.0,Categórica
CASUPROB2,RC-PERCEIVED EVER HAD DRUG OR ALCOHOL USE PROBLEM,RECODED EMERGING ISSUES,Recodificada,2,3.351,Categórica
RCVYSUBPRB,RC-PERCEIVED RECOVERY FROM DRUG OR ALCOHOL USE PROBLEM,RECODED EMERGING ISSUES,Recodificada,2,3.376,Categórica
CAMHPROB2,RC-PERCEIVED EVER HAD A MENTAL HEALTH ISSUE,RECODED EMERGING ISSUES,Recodificada,2,3.302,Categórica
RCVYMHPRB,RC-PERCEIVED RECOVERY FROM MENTAL HEALTH ISSUE,RECODED EMERGING ISSUES,Recodificada,2,3.546,Categórica
KRATOMFLAG,RC-KRATOM - EVER USED,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
KRATOMYR,RC-KRATOM - PAST YEAR USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
KRATOMMON,RC-KRATOM - PAST MONTH USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
FLVVAPFLAG,RC-ONLY FLAVORING VAPING - EVER USED,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
FLVVAPYR,RC-ONLY FLAVORING VAPING - PAST YEAR USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
FLVVAPMON,RC-ONLY FLAVORING VAPING - PAST MONTH USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
SYNMRJFLAG,RC-SYNTHETIC MARIJUANA - EVER USED,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
SYNMRJYR,RC-SYNTHETIC MARIJUANA - PAST YEAR USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
SYNMRJMON,RC-SYNTHETIC MARIJUANA - PAST MONTH USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
SYNSTMFLAG,RC-SYNTHETIC STIMULANTS - EVER USED,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
SYNSTMYR,RC-SYNTHETIC STIMULANTS - PAST YEAR USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
SYNSTMMON,RC-SYNTHETIC STIMULANTS - PAST MONTH USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
IMFFLAG,RC-ILLEGALLY MADE FENTANYL - EVER USED,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
IMFYR,RC-ILLEGALLY MADE FENTANYL - PAST YEAR USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
IMFMON,RC-ILLEGALLY MADE FENTANYL - PAST MONTH USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
IMFNEDFLAG,RC-EVER USED A NEEDLE TO INJECT IMF,RECODED EMERGING ISSUES,Recodificada,2,0.055,Categórica
ANYNEDFLAG,RC-EVER USED A NEEDLE TO INJECT DRUGS,RECODED EMERGING ISSUES,Recodificada,2,0.581,Categórica
ANYNEDYR,RC- USED A NEEDLE TO INJECT DRUGS - PAST YEAR,RECODED EMERGING ISSUES,Recodificada,2,0.564,Categórica
FPIMFANYYR2,RC-FENTANYL PRODUCTS INCLUDING IMF - ANY PAST YEAR USE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
FPIMFNMYR,RC-FENTANYL PRODUCTS INCLUDING IMF - PAST YEAR MISUSE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
OPIIMFNMYR2,RC-OPIOIDS (RX OPIOIDS OR HER) INCLUDING IMF - PST YR MISUSE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
OPIIMFNMMN2,RC-OPIOIDS (RX OPIOIDS OR HER) INCLUDING IMF - PST MO MISUSE,RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
ILIMFOTHFG,"RC-ILLICIT DRUG, IMF, OR OTHER SUB - EVER USED",RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
ILIMFOTHYR,"RC-ILLICIT DRUG, IMF, OR OTHER SUB - PAST YEAR USE",RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
ILIMFOTHMN,"RC-ILLICIT DRUG, IMF, OR OTHER SUB - PAST MONTH USE",RECODED EMERGING ISSUES,Recodificada,2,0.0,Categórica
